,index,pca,tech,mean_cf,total_lcoe,capacity,dist_mi,rank_mean_cf,rank_total_lcoe,rank_dist_mi,rank,lon,lat,point
25,25,p121,solar,0.174718127,55.74783934,240.04051,1.106212086,1.0,1.0,4.0,1.0,-77.5,39.29,"(-77.5, 39.29)"
26,26,p122,solar,0.173742652,56.52096396,185.3530594,0.664671479,2.0,2.0,6.0,1.0,-76.22,39.89,"(-76.22, 39.89)"
27,27,p123,solar,0.183110312,53.45564972,191.24467030000002,0.08236228799999999,2.0,4.0,1.0,1.0,-75.7,38.49,"(-75.7, 38.49)"
28,28,p124,solar,,,,,,,,1.0,-75.74,37.65,"(-75.74, 37.65)"
29,29,p125,solar,0.182999998,53.21195217,162.70675659999998,1.4002635559999999,3.0,1.0,1.0,1.0,-75.54,38.57,"(-75.54, 38.57)"
30,30,p126,solar,0.183998302,52.87773569,139.4956688,1.266209964,1.0,1.0,8.0,1.0,-74.86,39.05,"(-74.86, 39.05)"
31,31,p127,solar,0.165130928,59.34695451,103.86460720000001,0.07959506400000001,2.0,4.0,2.0,1.0,-73.62,41.73,"(-73.62, 41.73)"
32,32,p128,solar,0.177999988,55.01152664,110.8627225,2.924514898,4.0,1.0,3.0,1.0,-72.54,40.89,"(-72.54, 40.89)"
33,33,p129,solar,0.166624084,59.03117953,122.34413229999998,1.64440073,1.0,1.0,7.0,1.0,-72.7,42.85,"(-72.7, 42.85)"
34,34,p13,solar,0.24699999399999997,39.6094346,146.40998380000002,0.324231606,3.0,2.0,1.0,1.0,-115.3,35.85,"(-115.3, 35.85)"
35,35,p130,solar,0.17100001899999998,57.00887361,123.48057659999998,2.4422424190000003,2.0,1.0,7.0,1.0,-70.78,43.01,"(-70.78, 43.01)"
36,36,p131,solar,0.17600001399999998,55.23247158,186.49612439999999,0.43255717899999996,1.0,1.0,3.0,1.0,-70.3,41.69,"(-70.3, 41.69)"
37,37,p132,solar,0.171994925,57.06777666,190.0189441,0.94791984,1.0,1.0,2.0,1.0,-73.3,41.17,"(-73.3, 41.17)"
38,38,p133,solar,0.172778845,56.49891081,102.9260197,2.122537608,4.0,1.0,1.0,1.0,-71.18,41.61,"(-71.18, 41.61)"
39,39,p134,solar,0.17100000399999998,57.16492384,140.7334975,0.144691564,4.0,2.0,2.0,1.0,-70.7,43.21,"(-70.7, 43.21)"
40,40,p14,solar,0.171753705,57.25208018,136.7349135,2.675426903,1.0,6.0,3.0,1.0,-117.02,46.65,"(-117.02, 46.65)"
41,41,p15,solar,0.20481403199999998,47.84933549,124.1326107,0.147861713,5.0,1.0,1.0,1.0,-114.7,43.13,"(-114.7, 43.13)"
42,42,p16,solar,0.20200000699999998,48.06457917,120.0182379,1.117761927,4.0,3.0,4.0,1.0,-114.98,42.89,"(-114.98, 42.89)"
43,43,p17,solar,0.18799997899999998,51.77407027,121.1336648,0.966253026,5.0,1.0,2.0,1.0,-112.78,45.25,"(-112.78, 45.25)"
44,44,p18,solar,0.19108872100000002,51.55447596,114.8760035,4.048704859,2.0,1.0,4.0,1.0,-108.54,45.09,"(-108.54, 45.09)"
45,45,p19,solar,0.171557084,57.23672276,177.5897156,1.3094759470000001,8.0,1.0,1.0,1.0,-106.7,48.13,"(-106.7, 48.13)"
46,46,p2,solar,0.19426147600000002,50.06223675,133.08652790000002,0.891968329,3.0,2.0,3.0,1.0,-120.38,46.01,"(-120.38, 46.01)"
47,47,p20,solar,0.17895855,54.45270084,137.7146971,1.9772187680000002,7.0,1.0,4.0,1.0,-109.62,46.41,"(-109.62, 46.41)"
48,48,p21,solar,0.21298213300000002,46.01912144,222.93734410000002,0.6007324620000001,3.0,4.0,4.0,1.0,-110.42,41.69,"(-110.42, 41.69)"
49,49,p22,solar,0.199604914,51.58904041,155.2608,28.85575885,1.0,1.0,2.0,1.0,-106.98,44.01,"(-106.98, 44.01)"
50,50,p23,solar,0.19898276,49.08165148,108.7344,2.808725112,1.0,1.0,6.0,1.0,-104.18,43.85,"(-104.18, 43.85)"
51,51,p24,solar,0.208437175,46.64055584,178.5620162,0.606573702,3.0,1.0,3.0,1.0,-107.1,41.81,"(-107.1, 41.81)"
52,52,p25,solar,0.236933038,41.32985555,103.43894590000001,0.607824056,2.0,2.0,2.0,1.0,-111.66,37.01,"(-111.66, 37.01)"
53,53,p26,solar,0.22192469199999998,44.75329458,129.62793870000002,7.130558764,1.0,1.0,8.0,1.0,-110.1,39.89,"(-110.1, 39.89)"
54,54,p27,solar,0.244701445,39.78700119,117.49277020000001,1.807110337,5.0,1.0,4.0,1.0,-114.06,35.21,"(-114.06, 35.21)"
55,55,p28,solar,0.249577224,39.258497,129.3382055,0.637488257,3.0,5.0,1.0,1.0,-109.86,31.73,"(-109.86, 31.73)"
56,56,p29,solar,0.240999982,40.59571078,196.968665,0.56293166,1.0,1.0,4.0,1.0,-109.5,34.53,"(-109.5, 34.53)"
57,57,p3,solar,0.18397422100000002,53.49286984,258.5321297,1.83481045,1.0,6.0,4.0,1.0,-118.9,46.61,"(-118.9, 46.61)"
58,58,p30,solar,0.248950958,39.23999188,236.8984377,3.22341151,4.0,1.0,5.0,1.0,-111.1,31.89,"(-111.1, 31.89)"
59,59,p31,solar,0.252862066,38.70978088,230.4886957,0.051342732,4.0,3.0,2.0,1.0,-108.3,32.29,"(-108.3, 32.29)"
60,60,p32,solar,0.199900493,49.00426559,139.53283069999998,0.7788052809999999,1.0,1.0,2.0,1.0,-103.7,43.49,"(-103.7, 43.49)"
61,61,p33,solar,0.222728118,43.88090168,174.2659313,0.452561449,2.0,1.0,3.0,1.0,-105.74,39.05,"(-105.74, 39.05)"
62,62,p34,solar,0.236999989,41.35675949,218.08427340000003,0.042861338,1.0,1.0,1.0,1.0,-108.82,37.01,"(-108.82, 37.01)"
63,63,p35,solar,0.184,53.16879995,149.37350800000002,0.024848847,3.0,4.0,1.0,1.0,-104.98,46.41,"(-104.98, 46.41)"
64,64,p36,solar,0.182828233,53.11399456,254.44310099999998,0.384689533,4.0,1.0,1.0,1.0,-103.34,46.13,"(-103.34, 46.13)"
65,65,p37,solar,0.17399998,56.39362761,143.06631330000002,0.129669399,2.0,1.0,4.0,1.0,-101.34,47.33,"(-101.34, 47.33)"
66,66,p38,solar,0.19462654,49.98749453,189.1589836,0.267954605,2.0,1.0,2.0,1.0,-102.18,43.21,"(-102.18, 43.21)"
67,67,p39,solar,0.205000028,47.47419556,138.91765780000003,0.9556404709999999,2.0,1.0,3.0,1.0,-101.54,40.09,"(-101.54, 40.09)"
68,68,p4,solar,0.18583785,52.61538815,119.59229180000001,0.168523232,3.0,3.0,2.0,1.0,-120.22,47.49,"(-120.22, 47.49)"
69,69,p40,solar,0.202901661,48.20589299,211.18348480000003,0.061797464,1.0,5.0,1.0,1.0,-100.78,40.49,"(-100.78, 40.49)"
70,70,p41,solar,0.18799999399999998,51.71794799,206.94297659999998,0.676690183,4.0,1.0,3.0,1.0,-96.82,40.57,"(-96.82, 40.57)"
71,71,p42,solar,0.171672419,57.09901683,213.369409,0.261324247,1.0,1.0,1.0,1.0,-95.3,46.81,"(-95.3, 46.81)"
72,72,p43,solar,0.172000021,56.5205184,174.3307313,0.9191948659999999,3.0,1.0,4.0,1.0,-95.38,45.85,"(-95.38, 45.85)"
73,73,p44,solar,0.17699998600000003,54.83708877,139.0561963,0.318891462,7.0,1.0,1.0,1.0,-96.3,44.01,"(-96.3, 44.01)"
74,74,p45,solar,0.182809085,53.53977686,161.8202813,0.108349461,3.0,5.0,1.0,1.0,-95.74,41.21,"(-95.74, 41.21)"
75,75,p46,solar,0.170976043,57.35441124,146.160007,0.9711254159999999,2.0,8.0,3.0,1.0,-92.74,44.89,"(-92.74, 44.89)"
76,76,p47,solar,0.241699114,40.47853339,234.8873279,0.034002975,4.0,3.0,1.0,1.0,-103.86,33.01,"(-103.86, 33.01)"
77,77,p48,solar,0.23799999100000002,40.89020747,177.5854125,0.734668578,2.0,2.0,6.0,1.0,-102.82,33.17,"(-102.82, 33.17)"
78,78,p49,solar,0.221788347,44.07223961,113.03222520000001,2.7061424880000002,2.0,3.0,3.0,1.0,-101.54,36.65,"(-101.54, 36.65)"
79,79,p5,solar,0.201217741,48.68347937,127.927002,0.49542620600000004,3.0,3.0,4.0,1.0,-120.86,43.81,"(-120.86, 43.81)"
80,80,p50,solar,0.215447843,45.28117125,152.75691909999998,2.064635712,3.0,3.0,5.0,1.0,-99.46,35.29,"(-99.46, 35.29)"
81,81,p51,solar,0.198042735,49.07183433,178.8667154,1.357654255,3.0,2.0,5.0,1.0,-96.62,36.73,"(-96.62, 36.73)"
82,82,p52,solar,0.21900005600000003,44.37528495,121.550973,1.409040445,3.0,1.0,1.0,1.0,-101.82,37.53,"(-101.82, 37.53)"
83,83,p53,solar,0.21845059100000003,44.55619645,197.2817332,1.811641124,2.0,1.0,8.0,1.0,-100.86,37.01,"(-100.86, 37.01)"
84,84,p54,solar,0.18700000600000002,52.07445909,216.0086326,1.741302034,3.0,1.0,8.0,1.0,-94.46,38.73,"(-94.46, 38.73)"
85,85,p55,solar,0.19039505699999998,51.44737136,243.66154219999999,0.266222052,2.0,7.0,3.0,1.0,-94.18,36.77,"(-94.18, 36.77)"
86,86,p56,solar,0.189941823,51.69494767,245.6279912,0.390390101,1.0,6.0,1.0,1.0,-94.34,36.33,"(-94.34, 36.33)"
87,87,p57,solar,0.19599998,49.67208143,131.5215352,1.159668841,1.0,1.0,3.0,1.0,-95.1,33.17,"(-95.1, 33.17)"
88,88,p58,solar,0.20107939800000002,48.39316389,137.27750269999999,1.21264084,2.0,1.0,7.0,1.0,-90.02,29.69,"(-90.02, 29.69)"
89,89,p59,solar,0.252842069,38.58625979,111.7814396,3.401033393,2.0,1.0,4.0,1.0,-106.18,31.69,"(-106.18, 31.69)"
90,90,p6,solar,0.209999993,46.70832498,101.3077441,1.258348803,1.0,1.0,3.0,1.0,-121.3,42.33,"(-121.3, 42.33)"
91,91,p60,solar,0.234387636,41.43819179999999,177.70003069999999,0.325557003,3.0,1.0,4.0,1.0,-101.94,32.69,"(-101.94, 32.69)"
92,92,p61,solar,0.250999957,40.89821607,173.85609019999998,23.7926967,7.0,1.0,2.0,1.0,-105.94,31.81,"(-105.94, 31.81)"
93,93,p62,solar,0.242398605,40.25801991,209.6752395,3.470861555,3.0,1.0,5.0,1.0,-103.02,31.97,"(-103.02, 31.97)"
94,94,p63,solar,0.21690298600000002,45.18535689,244.48348650000003,0.582999896,1.0,2.0,5.0,1.0,-99.46,32.69,"(-99.46, 32.69)"
95,95,p64,solar,0.21490140300000002,45.58633633,120.71664140000001,0.817883568,3.0,3.0,3.0,1.0,-99.66,30.89,"(-99.66, 30.89)"
96,96,p65,solar,0.215000004,45.1207674,181.7041043,0.21572605600000003,8.0,1.0,2.0,1.0,-99.42,27.37,"(-99.42, 27.37)"
97,97,p66,solar,0.198912919,48.95092791,117.9149748,1.7924856619999998,1.0,1.0,6.0,1.0,-94.9,29.69,"(-94.9, 29.69)"
98,98,p67,solar,0.198452443,49.11777522,144.3556846,1.147401018,1.0,1.0,8.0,1.0,-94.98,29.41,"(-94.98, 29.41)"
99,99,p68,solar,0.174999997,55.59102245,192.1921805,0.478006229,1.0,2.0,6.0,1.0,-95.02,43.61,"(-95.02, 43.61)"
100,100,p69,solar,0.174999982,55.82596213,152.8064684,1.566703924,2.0,3.0,5.0,1.0,-92.94,42.33,"(-92.94, 42.33)"
101,101,p7,solar,0.214206457,46.27580684,111.51186940000001,9.519831687,1.0,1.0,4.0,1.0,-120.78,42.97,"(-120.78, 42.97)"
102,102,p70,solar,0.180999994,54.07908158,229.17515099999997,0.496268205,1.0,2.0,8.0,1.0,-94.38,40.61,"(-94.38, 40.61)"
103,103,p71,solar,0.184999987,53.18140859,255.10146329999998,2.560401372,1.0,1.0,4.0,1.0,-91.62,39.69,"(-91.62, 39.69)"
104,104,p72,solar,0.186000019,52.450677299999995,258.8984648,1.399831413,1.0,1.0,7.0,1.0,-89.62,36.89,"(-89.62, 36.89)"
105,105,p73,solar,0.18280802699999998,53.26547499,111.00902079999999,0.555526471,3.0,1.0,2.0,1.0,-90.1,37.49,"(-90.1, 37.49)"
106,106,p74,solar,0.167432114,57.92286471,110.33107290000001,0.418461375,4.0,1.0,1.0,1.0,-87.62,45.33,"(-87.62, 45.33)"
107,107,p75,solar,0.17379652,56.15463465,219.10465200000002,1.404607255,1.0,1.0,6.0,1.0,-87.58,44.45,"(-87.58, 44.45)"
108,108,p76,solar,0.172871932,56.68246495,221.7260145,0.208057692,1.0,2.0,1.0,1.0,-89.38,43.37,"(-89.38, 43.37)"
109,109,p77,solar,0.17390357,56.0206774,239.91753870000002,1.082052466,1.0,1.0,7.0,1.0,-90.5,42.69,"(-90.5, 42.69)"
110,110,p78,solar,0.173779249,55.95999541,192.9476004,0.31836823,1.0,1.0,2.0,1.0,-89.02,42.73,"(-89.02, 42.73)"
111,111,p79,solar,0.17299999300000002,56.33948666,172.2222633,0.8531797320000001,3.0,3.0,5.0,1.0,-88.58,42.69,"(-88.58, 42.69)"
112,112,p8,solar,0.22298792,43.84487843,139.70908480000003,3.382385545,3.0,1.0,6.0,1.0,-120.34,40.45,"(-120.34, 40.45)"
113,113,p80,solar,0.175999999,55.74799884,199.20529340000002,0.130539515,3.0,2.0,2.0,1.0,-88.98,40.93,"(-88.98, 40.93)"
114,114,p81,solar,0.182999983,53.41647092,185.1578051,0.19170340100000002,3.0,2.0,2.0,1.0,-89.34,37.17,"(-89.34, 37.17)"
115,115,p82,solar,0.17961874600000002,54.18537941,241.25932269999998,0.325926203,6.0,1.0,3.0,1.0,-89.62,39.57,"(-89.62, 39.57)"
116,116,p83,solar,0.18000002199999998,54.17605206,222.6729551,1.11809398,2.0,1.0,5.0,1.0,-88.5,38.77,"(-88.5, 38.77)"
117,117,p84,solar,0.188999996,51.58443694,255.820892,0.913980624,3.0,2.0,5.0,1.0,-90.06,36.45,"(-90.06, 36.45)"
118,118,p85,solar,0.195117757,49.94670012,229.6408377,2.010683093,1.0,1.0,8.0,1.0,-91.42,33.69,"(-91.42, 33.69)"
119,119,p86,solar,0.197000027,49.83654273,186.132099,0.47048301200000003,1.0,1.0,2.0,1.0,-91.26,32.37,"(-91.26, 32.37)"
120,120,p87,solar,0.196868286,49.76634038,224.34479819999999,0.382243405,4.0,4.0,4.0,1.0,-90.86,33.13,"(-90.86, 33.13)"
121,121,p88,solar,0.19094952899999998,50.97987303,227.10125040000003,1.407105562,6.0,1.0,5.0,1.0,-88.66,33.65,"(-88.66, 33.65)"
122,122,p89,solar,0.18900001,51.41707754,186.26975159999998,0.344400676,3.0,1.0,6.0,1.0,-87.66,32.57,"(-87.66, 32.57)"
123,123,p9,solar,0.24265959899999998,40.36536559,227.9148574,0.49502946700000006,3.0,2.0,6.0,1.0,-119.98,35.21,"(-119.98, 35.21)"
124,124,p90,solar,0.20159906100000002,48.1823026,131.0863658,0.51879018,2.0,2.0,6.0,1.0,-85.22,31.09,"(-85.22, 31.09)"
125,125,p91,solar,0.203713432,47.82600528,139.6419908,0.834913397,1.0,1.0,2.0,1.0,-85.58,30.17,"(-85.58, 30.17)"
126,126,p92,solar,0.189989343,51.77183606,222.31353340000004,0.880933118,1.0,3.0,9.0,1.0,-89.54,35.49,"(-89.54, 35.49)"
127,127,p93,solar,0.185000002,52.65100043,192.2189801,1.6514731740000002,1.0,1.0,6.0,1.0,-89.02,36.61,"(-89.02, 36.61)"
128,128,p94,solar,0.203129411,48.24356958,201.48939840000003,0.001685509,3.0,3.0,1.0,1.0,-83.62,31.37,"(-83.62, 31.37)"
129,129,p95,solar,0.19159600100000002,51.03731425,183.6256395,0.09608282900000001,2.0,3.0,1.0,1.0,-82.06,34.77,"(-82.06, 34.77)"
130,130,p96,solar,0.197069377,49.6459575,160.02144840000003,0.247215811,5.0,3.0,1.0,1.0,-81.3,33.53,"(-81.3, 33.53)"
131,131,p97,solar,0.191,51.28451278,195.4307566,0.172830307,3.0,3.0,3.0,1.0,-81.26,35.37,"(-81.26, 35.37)"
132,132,p98,solar,0.194060609,50.41489774,136.45930780000003,0.074532393,2.0,3.0,2.0,1.0,-79.14,34.49,"(-79.14, 34.49)"
133,133,p99,solar,0.18549253,52.30339804,180.2741695,0.32767371,5.0,2.0,2.0,1.0,-76.22,36.65,"(-76.22, 36.65)"
