Project ID,Project Name,Sector & subsector,Structure,Country,Power Region,State,Developer,Offtaker,PPA estimated signing year,Term,Capacity (MW)
4361,Fosen Harbaksfjellet Wind Farm,"Wind, Onshore",Not reported,Norway,,,Statkraft,Norsk Hydro ASA,2016,20,25.4
4361,Fosen Harbaksfjellet Wind Farm,"Wind, Onshore",Not reported,Norway,,,TronderEnergi AS,Norsk Hydro ASA,2016,20,25.4
4364,Fosen Roan Wind Farm,"Wind, Onshore",Not reported,Norway,,,Statkraft,Norsk Hydro ASA,2016,20,30
4364,Fosen Roan Wind Farm,"Wind, Onshore",Not reported,Norway,,,TronderEnergi AS,Norsk Hydro ASA,2016,20,30
4365,BlackRock Tellenes Wind Farm,"Wind, Onshore",Physical PPA,Norway,,,Norsk Vind Energi AS,Google LLC,2016,12,80
4365,BlackRock Tellenes Wind Farm,"Wind, Onshore",Physical PPA,Norway,,,Zephyr AS,Google LLC,2016,12,80
4509,Enel Snyder Wind Farm,"Wind, Onshore",Virtual PPA,United States,ERCOT,Texas,Windkraft Nord USA Inc,BNP Paribas Fortis SA,2006,10,63
4532,A7 Lochhead Glasgow Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,A7 Lochhead Ltd,Sainsbury's Supermarkets Ltd,2008,10,6
4703,Sainsburys Langlands Park Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,Ecotricity Group Ltd,Sainsbury's Supermarkets Ltd,2000,,0.6
4775,Notrees Wind Farm Phase I,"Wind, Onshore",Physical PPA,United States,ERCOT,Texas,Tierra Energy LLC,,2008,,90.8
4776,Ocotillo Wind Farm,"Wind, Onshore",Virtual PPA,United States,ERCOT,Texas,Tierra Energy LLC,Barclays Bank PLC,2006,,58.8
4778,Happy Jack Wind Farm,"Wind, Onshore",Green tariff,United States,SPP,Wyoming,Tierra Energy LLC,Microsoft Corp,2016,13,29.4
4804,Parc Cynog Wind Farm Extension,"Wind, Onshore",Not reported,United Kingdom,,,Nuon Wind Development BV,Tarmac Ltd,2009,,4.8
4809,Lochluichart Wind Farm Phase I,"Wind, Onshore",Not reported,United Kingdom,,,Infinergy Ltd,Unilever,2017,3,44.4
4852,Fallago Rig Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,Fallago Rig Windfarm Ltd,BT Group Plc,2014,20,72
5160,Chuckawalla Valley Solar Project,"Solar, PV",Not reported,United States,California,California,SunEdison Inc,Chuckawalla Valley State Prison,2005,,1
5161,Alvarado Treatment Plant Solar Project,"Solar, PV",Not reported,United States,California,California,SunEdison Inc,City of San Diego Environmental Services Department,2007,,0.9
5162,California State University Dominguez Hills Solar Project,"Solar, PV",Not reported,United States,California,California,SunEdison Inc,California State University,2004,,0.5
5286,Equinix San Jose Fuel Cell project,"Fuel Cells, Stationary Fuel Cell",Not reported,United States,California,California,Bloom Energy,Equinix,2015,,1
5496,TerraForm Nellis Air Force Base PV Plant,"Solar, PV",Not reported,United States,Southwest,Nevada,SunPower Corp,US Department of Defense,2007,20,16.5
5548,SPP Fresno Yosemite Airport PV Plant,"Solar, PV",Not reported,United States,California,California,Entech Solar Inc,City of Fresno CA,2007,,4.2
5594,West Wind Lal Lal Wind Farm,"Wind, Onshore",Not reported,Australia,,,Westwind Energy Pty Ltd.,Orora Packaging Australia Pty Ltd,2018,,228
5865,Pfizer Groton Fuel Cell Project,"Fuel Cells, FC - Molten Carbonate",Not reported,United States,New England,Connecticut,FuelCell Energy Inc,Pfizer Inc,2016,,5.6
6310,Lone Star Wind Farm Phase II,"Wind, Onshore",Virtual PPA,United States,ERCOT,Texas,"Renewable Energy Systems, Horizon Wind",Intuit,2018,,5
6354,American Capital Energy Rocklin United Foods PV Plant,"Solar, PV",Not reported,United States,California,California,American Capital Energy Inc,United Natural Foods Inc,2006,,1.2
6789,Alcoa Visalia PV Project,"Solar, PV",Not reported,United States,California,California,Constellation Energy Group Inc,Alcoa Corp,2005,,0.3
6789,Alcoa Visalia PV Project,"Solar, PV",Not reported,United States,California,California,Developing Energy Efficient Roof Systems Inc,Alcoa Corp,2005,,0.3
6810,WorldWater Valley Center Municipal Water District PV Project,"Solar, PV",Not reported,United States,California,California,Entech Solar Inc,Valley Center Municipal Water District,2007,,1.1
6817,East Los Angeles College PV Project,"Solar, PV",Not reported,United States,California,California,Chevron Energy Solutions,Los Angeles Community College District/CA,2006,,1.2
7006,SunEdison Kohl Department Store PV Portfolio,"Solar, PV",Not reported,United States,PJM,New Jersey,SunEdison Inc,Kohl's Corp,2006,,25
9944,Greencoat Stroupster Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,Innogy Renewables UK Ltd,BT Group Plc,2015,15,29.9
9945,Greencoat Earls Hall Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,BayWa r.e. GmBH,Sainsbury's Supermarkets Ltd,2013,15,10.3
10029,Amazon Kintyre Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,Scottish Power Renewables,Amazon,2019,,50
10066,Port of Oakland PV Project,"Solar, PV",Not reported,United States,California,California,SunEdison Inc,Port of Oakland,2007,,0.8
10693,Anna-Vosdijkpolder Wind Farm,"Wind, Onshore",Not reported,Netherlands,,,Eneco NV,FUJIFILM Holdings Corp,2016,,15
10789,Toyota Plano PV Plant Phase II,"Solar, PV",Not reported,United States,California,California,SunPower Corp,Toyota Motor Corp,2008,,2.3
10791,SunPower Agilent Technologies Santa Rosa PV Plant,"Solar, PV",Not reported,United States,California,California,SunPower Corp,Agilent Technologies Inc,2007,,1.3
10816,Ararat Wind Farm,"Wind, Onshore",Not reported,Australia,,,RES Australia,ACT Government,2014,,96
10816,Ararat Wind Farm,"Wind, Onshore",Not reported,Australia,,,RES Australia,Not Reported,2018,,50
11033,Arkwright Summit Wind Farm,"Wind, Onshore",Virtual PPA,United States,New York,New York,EDP Renewables,Bloomberg LP,2015,,20
11122,Honeywell Solano County PV Plant,"Solar, PV",Not reported,United States,California,California,Honeywell Building Solutions GmbH,County of Solano CA,2008,20,0.8
11235,Orsted Race Bank Offshore Wind Farm,"Wind, Offshore",Not reported,United Kingdom,,,Orsted A/S,Nestle,2020,15,31
11235,Race Bank Offshore Wind Farm,"Wind, Offshore",Not reported,United Kingdom,,,Orsted A/S,Northumbrian Water,2019,10,23
11267,EMCOR Portland PV Plant,"Solar, PV",Not reported,United States,Northwest,Oregon,EMCOR Group Inc,PHC Northwest Inc,2007,,0.9
11460,Perpetual Energy JUHSD PV Portfolio,"Solar, PV",Not reported,United States,California,California,UPC Solar,Jefferson Union High School District,2008,25,1.5
11495,Delfzijl Noord Wind Farm,"Wind, Onshore",Physical PPA,Netherlands,,,Eneco NV,Google LLC,2014,10,62.7
12107,PPL Summit PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,PPL Corp,Schering-Plough Corp/Pre-merger with Merck & Co Inc,2008,,1.7
12252,Roth Rock Wind Farm,"Wind, Onshore",Not reported,United States,PJM,Maryland,Synergics Group,University of Maryland,2008,20,10
13248,Pepco Atlantic City Convention Center PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Pepco Energy Services Inc,Atlantic City Convention & Visitors Authority,2007,20,2.3
13574,SPG Solar Gatorade Tolleson PV Plant,"Solar, PV",Physical PPA,United States,Southwest,Arizona,SPG Solar Inc,Gatorade Co/The,2008,,0.5
13598,GM Rancho Cucamonga PV Plant,"Solar, PV",Not reported,United States,California,California,General Motors Co,General Motors Co,2005,,1
13673,Goat Mountain Wind Farm Phase I,"Wind, Onshore",Virtual PPA,United States,ERCOT,Texas,Cielo Wind Power LLC,Dow Chemical,2016,10,80
13845,Greencoat Cotton Farm Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,Innogy Renewables UK Ltd,Sainsbury's Supermarkets Ltd,2013,15,16.4
13861,Innogy Nordsee Ost Offshore Wind Farm,"Wind, Offshore",Not reported,Germany,,,Innogy Renewables UK Ltd,Deutsche Bahn,2019,5,25
14061,Dome-Tech Whitehouse Station PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Dome-Tech Inc,Merck,2008,20,1.6
14078,SunEdison GM White Marsh PV Plant,"Solar, PV",Not reported,United States,PJM,Maryland,SunEdison Inc,General Motors Co,2008,,1.2
14363,UCSD San Diego PV Portfolio Phase I,"Solar, PV",Not reported,United States,California,California,University of California San Diego,University of California,2008,,1.2
14576,Goat Mountain Wind Farm Phase II,"Wind, Onshore",Virtual PPA,United States,ERCOT,Texas,Cielo Wind Power LLC,Dow Chemical,2016,10,69.9
14732,AT&T San Ramon PV Plant,"Solar, PV",Not reported,United States,California,California,SunPower Corp,AT&T Inc,2007,,1
14736,Rutgers Livingston PV Plant I,"Solar, PV",Not reported,United States,PJM,New Jersey,Rutgers The State University of New Jersey,Rutgers The State University of New Jersey,2007,,1.4
14896,SunPower Agilent Technologies Santa Clara PV Plant,"Solar, PV",Not reported,United States,California,California,SunPower Corp,Agilent Technologies Inc,2008,,1.3
15634,Greencoat Kildrummy Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,Innogy Renewables UK Ltd,Sainsbury's Supermarkets Ltd,2013,,18.4
15750,Regenesis Power Florida Gulf Coast University PV Plant,"Solar, PV",Not reported,United States,Florida,Florida,Regenesis Power LLC,Florida Gulf Coast University,2008,,2
15889,RWE Innogy Nowy Staw Wind Farm,"Wind, Onshore",Not reported,Poland,,,RWE Innogy,Kompania Piwowarska,2019,10,45.1
15979,First Wind Stetson Wind Farm Phase II,"Wind, Onshore",Not reported,United States,New England,Maine,First Wind Holdings LLC,President and Fellows of Harvard College,2008,15,25.5
16914,Deepwater Block Island Offshore Wind Farm,"Wind, Offshore",Virtual PPA,United States,New England,Rhode Island,Deepwater Wind LLC,State of Rhode Island,2009,,30
16932,PPM Gonzalez Winery PV Plant,"Solar, PV",Not reported,United States,California,California,Pacific Power Management LLC,Constellation Wines US Inc,2008,,1
17027,Hoku Solar Honolulu Airports PV Portfolio,"Solar, PV",Not reported,United States,Hawaii,Hawaii,Hoku Solar Inc,State of Hawaii Department of Transportation,2008,20,1
18191,Wheelabrator Frederick/Carrol Waste-to-Energy Plant,"Biomass & Waste, Electricity Generation (new)",Virtual PPA,United States,PJM,Maryland,Wheelabrator Technologies Inc,Northeast Maryland Waste Disposal Authority,2009,,55
18272,Epuron Coachella Valley PV Plant,"Solar, PV",Not reported,United States,California,California,Epuron Pty Ltd,Cahuilla Creek Restaurant & Casino Inc,2005,,1.1
18645,Nordlicht Kvitfjell Wind Farm,"Wind, Onshore",Not reported,Norway,,,Norsk Miljokraft AS,Alcoa Corp,2017,,197.4
19002,Granger Brent Run Landfill Gas Plant,"Biomass & Waste, Electricity Generation (new)",Not reported,United States,MISO,Michigan,Granger Electric Co,General Motors Co,1997,,1.6
19032,Silver Sage Wind Farm,"Wind, Onshore",Green tariff,United States,SPP,Wyoming,Duke Energy,Microsoft Corp,2016,13,29.6
19085,enXco Halls Warehouse PV Plant II,"Solar, PV",Not reported,United States,PJM,New Jersey,EDF Energy,Hall's Warehouse Corp,2008,,1.8
19199,Recast Wiggins Biomass Plant,"Biomass & Waste, Combined Heat & Power (CHP)",Not reported,United States,Southeast,Mississippi,Recast Energy LLC,Clearwater Paper Corp,2006,,
19487,Costco Hazlet PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Costco Wholesale Corp,Costco Wholesale Corp,2009,,0.5
19550,Metropolitan Water Riverside County PV Plant,"Solar, PV",Physical PPA,United States,California,California,Metropolitan Water District of Southern California,Metropolitan Water District of Southern California,2008,,1
19705,Fremont Union High School District PV Portfolio,"Solar, PV",Not reported,United States,California,California,Fremont Union High School District,Fremont Union High School District,2008,,3.7
20032,SunPower Merced PV Project,"Solar, PV",Not reported,United States,California,California,SunPower Corp,University of California,2008,,1.1
20293,BP Solar Woodbridge PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,BP Global,FedEx Corp,2009,,2.4
20328,Pocono Raceway PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,EDF Energy,Pocono International Raceway Inc,2008,,3
20559,NextEra Blythe PV Plant Phase IV,"Solar, PV",Virtual PPA,United States,California,California,Chevron Energy Solutions,Kaiser Permanente,2009,20,64.5
20559,NextEra Blythe PV Plant Phase IV,"Solar, PV",Virtual PPA,United States,California,California,STA Development LLC,Kaiser Permanente,2009,20,64.5
20640,PPL & UGI Forks Township PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,PPL Corp,Crayola LLC,2008,,1
20640,PPL & UGI Forks Township PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,UGI Energy Services Inc,Crayola LLC,2008,,1
20876,PSEG Mars Solar Garden PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Public Service Enterprise Group Inc,Mars Inc,2008,,2.2
21218,Duke Energy National Gypsum PV Plant,"Solar, PV",Not reported,United States,Southeast,North Carolina,Duke Energy,New NGC Inc,2008,,1.4
21219,Duke Energy Highwoods Properties PV Plant,"Solar, PV",Not reported,United States,Southeast,North Carolina,Duke Energy,Highwoods Properties Inc,2009,,1.8
21220,Duke Energy Food Lion PV Plant,"Solar, PV",Not reported,United States,Southeast,North Carolina,Duke Energy,Food Lion LLC,2009,,1.3
21221,Duke Energy Childress Klein PV Plant I,"Solar, PV",Not reported,United States,Southeast,North Carolina,Duke Energy,Childress Klein Properties Inc,2009,,0.6
21273,Tractebel Energia Guajiru Wind Farm,"Wind, Onshore",Not reported,Brazil,,,Energias Eolicas do Nordeste SA,L'Oreal SA,2019,,30
21274,Tractebel Energia Fleixeiras I Wind Farm,"Wind, Onshore",Not reported,Brazil,,,Engie Brasil Energia SA,L'Oreal SA,2019,,30
21511,Tractebel Energia Trairi Wind Farm,"Wind, Onshore",Not reported,Brazil,,,Energias Eolicas do Nordeste SA,L'Oreal SA,2019,,25.4
21528,Tractebel Energia Mundau Wind Farm,"Wind, Onshore",Not reported,Brazil,,,Energias Eolicas do Nordeste SA,L'Oreal SA,2019,,30
21783,RES Wryde Croft Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,Renewable Energy Systems,HSBC,2015,12,26
21839,Luchterduinen Offshore Wind Farm,"Wind, Offshore",Not reported,Netherlands,,,Eneco NV,TU Delft,2016,10,13.7
21839,Luchterduinen Offshore Wind Farm,"Wind, Offshore",Not reported,Netherlands,,,Eneco NV,Unilever,2016,10,16.8
21839,Luchterduinen Offshore Wind Farm,"Wind, Offshore",Not reported,Netherlands,,,Eneco NV,Vivens,2015,10,6.5
22147,Fortistar Methane Group San Diego Landfill Gas Plant,"Biomass & Waste, Electricity Generation (new)",Not reported,United States,California,California,Fortistar Methane Group,US Department of Defense,2011,15,3.2
22488,Constellation Emmitsburg PV Plant,"Solar, PV",Physical PPA,United States,PJM,Maryland,Constellation Energy Group Inc,University of Maryland,2009,20,17.4
22626,FUJIFILM Tilburg Wind Farm,"Wind, Onshore",Not reported,Netherlands,,,Eneco NV,FUJIFILM Holdings Corp,2010,,10
22642,Solutia On Site Wind Project,"Wind, Onshore",Not reported,United Kingdom,,,Wind Direct Ltd,Solutia Inc,2009,,5
22725,Soaring Heights Communities Residential PV Portfolio,"Solar, PV",Not reported,United States,Southwest,Arizona,Actus Lend Lease LLC,US Department of Defense,2009,,6
23194,RATCH Collector Wind Farm,"Wind, Onshore",Not reported,Australia,,,RATCH - Australia Corp,ALDI Foods,2020,10,44
24114,Statkraft SCA Moerttjaernberget Wind Farm,"Wind, Onshore",Not reported,Sweden,,,Statkraft,Vivens,2015,10,60.7
24134,Statkraft SCA Ogonfagnaden Wind Farm,"Wind, Onshore",Not reported,Sweden,,,Statkraft,Vivens,2015,10,63.3
25095,Nautilus Solar Wayne PV Plant Phase II,"Solar, PV",Not reported,United States,PJM,New Jersey,Nautilus Solar Energy LLC,William Paterson University of New Jersey/The,2010,15,0.5
25101,SunEdison Staples Hanover PV Plant,"Solar, PV",Not reported,United States,PJM,Maryland,SunEdison Inc,Staples Inc,2009,20,1
25113,NextEra Story County II Wind Farm,"Wind, Onshore",Physical PPA,United States,MISO,Iowa,NextEra Energy Resources LLC,Google LLC,2010,,114
25173,Recurrent Energy Kaiser Permanente PV Portfolio,"Solar, PV",Virtual PPA,United States,California,California,Recurrent Energy LLC,Kaiser Permanente,2009,,15
25410,CWP Renewables Sapphire Wind Farm Phase I,"Wind, Onshore",Not reported,Australia,,,Wind Prospect Australia Ltd ; Continental Wind Partners LLC,ACT Government,2015,,100
25410,CWP Renewables Sapphire Wind Farm Phase I,"Wind, Onshore",Not reported,Australia,,,Wind Prospect Australia Ltd ; Continental Wind Partners LLC,Commonwealth Bank,2018,,30
25745,Energenic Seabrook PV Plant,"Solar, PV",Virtual PPA,United States,PJM,New Jersey,Energenic Inc,Seabrook Brothers & Sons Inc,2010,15,6.2
26114,IES Irvine PV Plant,"Solar, PV",Not reported,United States,California,California,Independent Energy Solutions Inc,Capital Group Cos Inc/The,2009,,1.2
26422,Frito-Lay Casa Grande PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Not Reported,Frito-Lay Inc,2010,,1.7
26657,Enfinity Pioneer Schools PV Portfolio,"Solar, PV",Not reported,United States,California,California,Enfinity,Pioneer Union Elementary School District,2008,,0.8
26815,Black River Generation Biomass Conversion Plant,"Biomass & Waste, Electricity Generation (retrofit)",Not reported,United States,New York,New York,Catalyst Renewables Corp,US Department of Defense,2010,,30
26815,Black River Generation Biomass Conversion Plant,"Biomass & Waste, Electricity Generation (retrofit)",Not reported,United States,New York,New York,ReEnergy Holdings LLC,US Department of Defense,2010,,30
26927,SunPower County Of Yolo PV Plant,"Solar, PV",Physical PPA,United States,California,California,SunPower Corp,County of Yolo CA,2010,,1
26938,Chevron Brea PV Plant,"Solar, PV",Not reported,United States,California,California,Chevron Energy Solutions,City of Brea CA,2009,,1.8
27000,REgeneration Douglas County PV Portfolio,"Solar, PV",Not reported,United States,Southwest,Colorado,REgeneration Finance LLC,Douglas County School District No Re-1 Douglas & Elbert Counties,2010,,3
27059,Midland Power Station Biomass Plant,"Biomass & Waste, Combined Heat & Power (CHP)",Not reported,United States,MISO,Michigan,Cirque Energy LLC,Dow Corning Corp,2010,,35
27115,Winnebago Corn Plus Wind Farm,"Wind, Onshore",Not reported,United States,MISO,Minnesota,Renewable Energy Systems,Corn Plus LLP,2006,,4.2
27129,New Generation Power & Wanxiang America Rockford PV Plant Phase I,"Solar, PV",Not reported,United States,MISO,Illinois,New Generation Power LLC,Greater Rockford Airport Authority,2011,20,1.5
27129,New Generation Power & Wanxiang America Rockford PV Plant Phase I,"Solar, PV",Not reported,United States,MISO,Illinois,Wanxiang America Corp,Greater Rockford Airport Authority,2011,20,1.5
27292,AT&T California PV Portfolio,"Solar, PV",Virtual PPA,United States,California,California,AT&T Inc,AT&T Inc,2010,,2
27331,Northwest Ohio Wind Farm,"Wind, Onshore",Virtual PPA,United States,PJM,Ohio,Northwest Ohio Wind Energy,General Motors Co,2017,,100
27367,SunEdison Davis-Monthan PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,SunEdison Inc,US Department of Defense,2010,25,16
27390,SunEdison & Staples Hagerstown PV Project,"Solar, PV",Not reported,United States,PJM,Maryland,SunEdison Inc,Staples Inc,2010,,1.5
27628,VA Phoenix Medical Center PV Project,"Solar, PV",Not reported,United States,Southwest,Arizona,US Department of Defense,US Department of Defense,2008,,4.5
27630,IKEA California PV Portfolio,"Solar, PV",Not reported,United States,California,California,Ikea Group Corp,Ikea Group Corp,2010,,4.5
27684,Iberdrola Blue Creek Wind Farm,"Wind, Onshore",Physical PPA,United States,PJM,Ohio,Iberdrola,Ohio State University/The,2009,20,50
27685,Juniper Canyon Wind Farm,"Wind, Onshore",Virtual PPA,United States,Northwest,Washington,Iberdrola,Nike,2016,,20
27687,Leaning Juniper Wind Farm IIB,"Wind, Onshore",Virtual PPA,United States,Northwest,Oregon,Iberdrola,Nike,2016,,30
27824,Constellation West Deptford PV Plant,"Solar, PV",Virtual PPA,United States,PJM,New Jersey,Constellation Energy Group Inc,Johnson Matthey Inc,2009,20,5.2
27838,SAVAHCS Tucson PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,REC Solar,US Department of Defense,2009,,4.3
27843,SunPower & Macy's Goodyear PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,SunPower Corp,Macy's Inc,2010,,3.5
27848,SunPower Dow Jones Princeton PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,SunPower Corp,Dow Jones & Co Inc,2010,,4.8
27853,SunEdison San Antonio PV Plant Phase I,"Solar, PV",Not reported,United States,ERCOT,Texas,SunEdison Inc,San Antonio Water System,2010,25,9.9
27854,SunEdison San Antonio PV Plant Phase II,"Solar, PV",Not reported,United States,ERCOT,Texas,SunEdison Inc,San Antonio Water System,2010,25,9.9
27855,SunEdison San Antonio PV Plant Phase III,"Solar, PV",Not reported,United States,ERCOT,Texas,SunEdison Inc,San Antonio Water System,2010,25,10.6
27856,Perpetual Energy Systems Caltech PV Project,"Solar, PV",Not reported,United States,California,California,Perpetual Energy Systems LLC,California Institute of Technology,2008,,1.1
27858,Mercury Solar Systems Newark Schools PV Portfolio,"Solar, PV",Not reported,United States,PJM,New Jersey,Mercury Solar Systems Inc,City of Newark NJ,2008,,2.6
27915,Vanguard Somerset County PV Portfolio,"Solar, PV",Not reported,United States,PJM,New Jersey,Vanguard Energy Partners LLC,County of Somerset NJ,2010,15,8.1
27950,FRV Moree PV Plant,"Solar, PV",Not reported,Australia,,,Fotowatio Renewable Ventures Inc,Various,2018,,21
27960,SunPower Colorado Springs Air Force Academy PV Plant,"Solar, PV",Not reported,United States,Southwest,Colorado,SunPower Corp,US Department of Defense,2010,25,6
28291,Ford & Detroit Edison Michigan Assembly PV Project,"Solar, PV",Not reported,United States,MISO,Michigan,DTE Energy Co,Ford Motor Co,2010,,0.3
28291,Ford & Detroit Edison Michigan Assembly PV Project,"Solar, PV",Not reported,United States,MISO,Michigan,Ford Motor Co,Ford Motor Co,2010,,0.3
28298,Cenergy Terra Bella PV Plant,"Solar, PV",Not reported,United States,California,California,Cenergy Power Inc,Setton Pistachio of Terra Bella Inc,2010,,1.7
28403,REC Solar Hayward PV Plant,"Solar, PV",Not reported,United States,California,California,REC Solar,City of Hayward CA,2010,,1.1
28774,SunEdison Huntington Beach PV Portfolio,"Solar, PV",Not reported,United States,California,California,SunEdison Inc,City of Huntington Beach CA,2010,20,2.1
28970,Horizon Meadow Lake Wind Farm Phase III,"Wind, Onshore",Virtual PPA,United States,MISO,Indiana,EDP Renewables,Iron Mountain Inc,2018,,5
29020,Amazon US East Wind Farm,"Wind, Onshore",Virtual PPA,United States,PJM,North Carolina,Iberdrola,Amazon,2015,,208
29052,SunPower Princeton University PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,SunPower Corp,Princeton University,2011,,5.3
29155,BNB Napoleon PV Plant,"Solar, PV",Not reported,United States,PJM,Ohio,BNB Renewable Energy Holdings,Campbell Soup Co,2009,,4.9
29155,BNB Napoleon PV Plant,"Solar, PV",Not reported,United States,PJM,Ohio,Enfinity,Campbell Soup Co,2009,,4.9
29206,Collins Chester Biomass Plant,"Biomass & Waste, Combined Heat & Power (CHP)",Not reported,United States,California,California,Collins Cos,Collins Cos,1983,30,12
29224,Kisielice Wind Farm,"Wind, Onshore",Virtual PPA,Poland,,,Green Investment Group,Signify,2019,10,42
29297,VA Salt Lake Medical Center PV Project,"Solar, PV",Not reported,United States,Southwest,Utah,US Department of Defense,US Department of Defense,2010,,1
29444,American Capital Energy York PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,American Capital Energy Inc,GlaxoSmithKline Consumer Healthcare LP,2009,,3
29644,Melink Cincinnati Zoo PV Project,"Solar, PV",Not reported,United States,PJM,Ohio,Melink Corp,Cincinnati Zoo & Botanical Garden/The,2009,30,1.6
29667,RES Murra Warra Wind Farm,"Wind, Onshore",Not reported,Australia,,,RES Australia,Coca-Cola,2017,,75.3
29667,RES Murra Warra Wind Farm,"Wind, Onshore",Not reported,Australia,,,RES Australia,Monash University,2018,,45
29667,RES Murra Warra Wind Farm,"Wind, Onshore",Not reported,Australia,,,RES Australia,Telstra Corp,2017,,75.3
29667,RES Murra Warra Wind Farm,"Wind, Onshore",Not reported,Australia,,,RES Australia,University of Melbourne,2017,,75.3
29886,REC Prescott PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,REC Solar,US Department of Defense,2009,,1.9
29968,Kona Carbon Hilo Biomass Plant,"Biomass & Waste, Combined Heat & Power (CHP)",Not reported,United States,Hawaii,Hawaii,Kona Carbon Inc,Mauna Loa Macadamia Nut Corp,2004,,1.2
30363,Pinnacle Wind Farm,"Wind, Onshore",Physical PPA,United States,PJM,West Virginia,Edison Mission Energy,University of Maryland,2009,20,9
30363,Pinnacle Wind Farm,"Wind, Onshore",Physical PPA,United States,PJM,West Virginia,US Wind Force LLC,Maryland Department of General Services,2009,20,9
30488,Granite Construction Coalinga PV Plant,"Solar, PV",Not reported,United States,California,California,Granite Construction Inc,Granite Construction Inc,2010,,1.2
30578,Minco Wind Farm Phase II,"Wind, Onshore",Physical PPA,United States,SPP,Oklahoma,NextEra Energy Resources LLC,Google LLC,2011,20,100.8
30583,PowerPlay Berkshire School PV Plant,"Solar, PV",Not reported,United States,New England,Massachusetts,PowerPlay Solar LLC,Berkshire School Inc,2011,,2
30625,SunPower Tucson PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,SunPower Corp,City of Tucson AZ,2009,,1
