Project ID,Project Name,Sector & subsector,Structure,Country,Power Region,State,Developer,Offtaker,PPA estimated signing year,Term,Capacity (MW)
56706,IKEA Stroughton PV Plant,"Solar, PV",Not reported,United States,New England,Massachusetts,REC Solar,Ikea Group Corp,2010,,0.6
56708,IKEA Baltimrore PV Plant,"Solar, PV",Not reported,United States,PJM,Maryland,REC Solar,Ikea Group Corp,2010,,0.6
56710,IKEA College Park PV Plant,"Solar, PV",Not reported,United States,PJM,Maryland,REC Solar,Ikea Group Corp,2010,,1.2
56712,IKEA Perryville PV Plant Phase I,"Solar, PV",Not reported,United States,PJM,Maryland,Inovateus Solar LLC,Ikea Group Corp,2012,,2.7
56714,IKEA Canton PV Plant,"Solar, PV",Not reported,United States,MISO,Michigan,SoCore Energy LLC,Ikea Group Corp,2011,,1
56716,SoCore IKEA Bloomington PV Plant,"Solar, PV",Not reported,United States,MISO,Minnesota,SoCore Energy LLC,Ikea Group Corp,2012,,1.1
56718,IKEA Charlotte PV Plant,"Solar, PV",Not reported,United States,Southeast,North Carolina,Gehrlicher Solar,Ikea Group Corp,2011,,1
56720,IKEA Westampton PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Inovateus Solar LLC,Ikea Group Corp,2012,,2.2
56722,IKEA Brooklyn PV Plant,"Solar, PV",Not reported,United States,New York,New York,Consolidated Edison Inc,Ikea Group Corp,2010,,0.2
56724,IKEA West Chester PV Plant,"Solar, PV",Not reported,United States,PJM,Ohio,REC Solar,Ikea Group Corp,2010,,1
56726,IKEA Portland PV Plant,"Solar, PV",Not reported,United States,Northwest,Oregon,REC Solar,Ikea Group Corp,2010,,0.5
56728,IKEA Conshohocken PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,Gehrlicher Solar,Ikea Group Corp,2011,,1.2
56730,IKEA Philadelphia PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,Gehrlicher Solar,Ikea Group Corp,2011,,1
56732,IKEA Pittsburgh PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,SoCore Energy LLC,Ikea Group Corp,2012,,0.7
56734,IKEA Frisco PV Plant,"Solar, PV",Not reported,United States,ERCOT,Texas,REC Solar,Ikea Group Corp,2011,,1
56736,IKEA Houston PV Plant,"Solar, PV",Not reported,United States,ERCOT,Texas,REC Solar,Ikea Group Corp,2011,,1
56738,IKEA Round Rock PV Plant,"Solar, PV",Not reported,United States,ERCOT,Texas,REC Solar,Ikea Group Corp,2011,,1.6
56740,IKEA Draper PV Plant,"Solar, PV",Not reported,United States,Southwest,Utah,REC Solar,Ikea Group Corp,2011,,1
56742,IKEA Woodbridge PV Plant,"Solar, PV",Not reported,United States,PJM,Virginia,REC Solar,Ikea Group Corp,2011,,0.5
57034,ASU Stadium Parking Structure PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2007,,0.7
57036,ASU Biodesign A PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2007,,0.1
57038,ASU Biodesign B PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2007,,0.1
57040,ASU Apache Blvd Parking Structure PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2007,,0.9
57042,ASU Coor Hall PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2008,,0.1
57044,ASU Hassayampa Acadmic Village PV Portfolio,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2008,,0.1
57046,ASU Police Building PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2008,,0
57048,ASU Wrigley Hall PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2008,,0
57050,ASU Barrett Honors College PV Portfolio,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,0.2
57052,ASU Hayden Library PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,0.3
57054,ASU Weatherup Center PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,0.1
57056,ASU Rural Road Parking Structure PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,0.9
57058,ASU Packard Drive Parking Structure PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,0.3
57060,ASU Farmer Education Building PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,0.1
57062,ASU Fulton Parking Structure PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,0.4
57064,ASU Noble Science Library PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,0.1
57066,ASU 10th Street Parking Structure PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,0.2
57068,ASU Lots 1 2 And 3 PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,2.7
57070,ASU Open Land Area PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,1.9
57072,ASU Schwada Classroom Office Building PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2009,,0.1
57074,ASU Physical Education East PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.2
57076,ASU Business Administration A Wing PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.1
57078,ASU Cowden Family Resources PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.1
57080,ASU University Services Building South Parking Lot PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.1
57082,ASU Music Building PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.1
57084,ASU Verde Dickey Dome PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.2
57086,ASU Interdisciplinary B PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.1
57088,ASU Cronkite Building PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.1
57090,ASU Psychology North PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.1
57092,ASU Computing Commons PV Plant,"Solar, PV",Physical PPA,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.1
57094,ASU Interdisciplinary Science And Technology 1 PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.1
57096,ASU Student Services Building PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.2
57098,ASU Payne Hall PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.1
57100,ASU Vista Del Sol Parking Structure PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.7
57102,ASU Tyler Parking Structure PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.5
57104,ASU Wells Fargo Arena PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.5
57106,ASU Parking Lot 59 PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,2.1
57108,Grand Mount Tracker 1 PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.3
57110,Grand Mount Tracker 2 PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,Arizona State University,Arizona State University,2010,,0.5
57272,Luxcara Eikeland-Steinsland Wind Farm,"Wind, Onshore",Not reported,Norway,,,Norsk Vind Energi AS,Facebook,2018,15,155
57276,Luxcara Gravdal Wind Farm,"Wind, Onshore",Not reported,Norway,,,Norsk Vind Energi AS,Facebook,2018,15,63
57284,Luxcara Skinansfjellet Wind Farm,"Wind, Onshore",Not reported,Norway,,,Norsk Vind Energi AS,Facebook,2018,15,76
57522,Doyon Elmendorf-Richardson Landfill Gas Plant,"Biomass & Waste, Electricity Generation (new)",Not reported,United States,Alaska,Alaska,Doyon Utilities LLC,US Department of Defense,2011,,6.5
57528,Constellation Casa Grande Union High School District PV Portfolio,"Solar, PV",Not reported,United States,Southwest,Arizona,Kennedy Partners LLC,Casa Grande Unified High School District,2012,20,2.2
57528,Constellation Casa Grande Union High School District PV Portfolio,"Solar, PV",Not reported,United States,Southwest,Arizona,REgeneration Finance LLC,Casa Grande Unified High School District,2012,20,2.2
57610,Knouse Foods Peach Glen PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,Knouse Foods Cooperative Inc,Knouse Foods Cooperative Inc,2009,,3.2
57612,BBB Woodbridge PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Bed Bath & Beyond Inc,Bed Bath & Beyond Inc,2010,,2.1
57614,CTS Florence PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Christmas Tree Shops Inc,Christmas Tree Shops Inc,2009,,2.6
57616,BBB Union PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Bed Bath & Beyond Inc,Bed Bath & Beyond Inc,2009,,1.2
57648,Constellation Norfolk PV Plant,"Solar, PV",Not reported,United States,New England,Massachusetts,Constellation Energy Group Inc,Town of Norfolk MA,2011,,1.6
57742,SunEdison Greenfield PV Plant,"Solar, PV",Not reported,United States,New England,Massachusetts,SunEdison Inc,Town of Greenfield MA,2010,,2
57764,Infinia Tooele Army Depot STEG Plant,"Solar, Thermal",Not reported,United States,Southwest,Utah,Infinia Corp,US Department of Defense,2011,,1.5
57782,SunRay Power Robbinsville PV Plant Phase I,"Solar, PV",Not reported,United States,PJM,New Jersey,SunRay Power LLC,Prudential Financial Inc,2010,,3.4
57784,Sea Box Cinnaminson PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Sea Box Inc,Sea Box Inc,2010,,2
57786,Constellation Benjamin Moore PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Constellation Energy Group Inc,Benjamin Moore & Co,2009,20,1.7
57790,Hartz Mountain Staples PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Hartz Mountain Industries Inc,Staples Inc,2008,,2
57954,Silicon Ranch Chattanooga PV Plant,"Solar, PV",Not reported,United States,Southeast,Tennessee,Silicon Ranch Corp,Volkswagen AG,2011,,9.6
57980,Fowler USD PV Portfolio,"Solar, PV",Not reported,United States,California,California,Fowler Unified School District,Fowler Unified School District,2010,,0.8
57982,Firebaugh-Las Deltas USD PV Portfolio,"Solar, PV",Not reported,United States,California,California,Firebaugh-Las Deltas Unified School District,Firebaugh-Las Deltas Unified School District,2011,,0.9
57984,Golden Valley USD PV Portfolio,"Solar, PV",Not reported,United States,California,California,Golden Valley Unified School District,Golden Valley Unified School District,2011,,1.1
58018,Toms River Schools PV Portfolio Phase II,"Solar, PV",Not reported,United States,PJM,New Jersey,Township of Toms River NJ,Township of Toms River NJ,2010,15,4.5
58020,Toms River Schools PV Portfolio Phase I,"Solar, PV",Not reported,United States,PJM,New Jersey,Township of Toms River NJ,Township of Toms River NJ,2003,,2.4
58024,JE Berkowitz PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,JE Berkowitz LP,JE Berkowitz LP,2009,,1.7
58050,DIF Royalla PV Plant,"Solar, PV",Not reported,Australia,,,Fotowatio Renewable Ventures Inc,ACT Government,2013,,24
58092,REC Bay Pines PV Plant,"Solar, PV",Not reported,United States,Florida,Florida,REC Solar,US Department of Defense,2011,,1.5
58098,Montague Wind Farm,"Wind, Onshore",Virtual PPA,United States,Northwest,Oregon,Avangrid Renewables,Apple Inc,2017,20,200
58246,PPL Aluminum Shapes PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,PPL Corp,Aluminum Shapes LLC,2005,,2.6
58248,Johnson & Johnson OCD Raritan PV Plant,"Solar, PV",Virtual PPA,United States,PJM,New Jersey,Johnson & Johnson,Johnson & Johnson,2009,,1.7
58250,Johnson & Johnson Skillman PV Plant Phase I,"Solar, PV",Not reported,United States,PJM,New Jersey,Johnson & Johnson,Johnson & Johnson,2004,,0.5
58252,Johnson & Johnson Skillman PV Plant Phase II,"Solar, PV",Not reported,United States,PJM,New Jersey,Johnson & Johnson,Johnson & Johnson,2008,,1.2
58426,Chevron Jurupa PV Portfolio,"Solar, PV",Not reported,United States,California,California,Chevron Energy Solutions,Jurupa Unified School District,2010,15,2.7
58428,Ameresco Lowell PV Plant,"Solar, PV",Not reported,United States,New England,Massachusetts,Ameresco Inc,City of Lowell MA,2012,20,1.5
58444,SunPower Exploratorium PV Plant,"Solar, PV",Not reported,United States,California,California,SunPower Corp,Exploratorium/The,2011,,1.4
58446,SunEnergy1 ODFL Thomasville PV Plant,"Solar, PV",Not reported,United States,Southeast,North Carolina,SunEnergy1,Old Dominion Freight Line Inc,2010,,1.8
58474,Chevron Dublin PV Portfolio,"Solar, PV",Not reported,United States,California,California,Chevron Energy Solutions,City of Dublin CA,2011,,0.7
58568,Taczalin Wind Farm,"Wind, Onshore",Virtual PPA,Poland,,,WSB Neue Energien GmbH,Mercedes-Benz,2018,,45.1
58788,Lightsource Waterbeach PV Plant,"Solar, PV",Not reported,United Kingdom,,,Lightsource Renewable Energy Ltd,AmeyCespa Ltd,2012,25,2.5
58788,Lightsource Waterbeach PV Plant,"Solar, PV",Not reported,United Kingdom,,,Solar Century Holdings Ltd,AmeyCespa Ltd,2012,25,2.5
58806,LCP Springfield PV Plant,"Solar, PV",Not reported,United States,PJM,Ohio,Laurel Capital Partners,Assurant Inc,2011,20,1.8
58968,NJR Clean Energy Ventures Keasby PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,NJR Clean Energy Ventures Corp,Wakefern Food Corp,2011,,2.4
58972,Blue Sky Norfolk Naval Base PV Plant,"Solar, PV",Not reported,United States,PJM,Virginia,Blue Sky Solar Group Inc,US Department of Defense,2011,,2
58974,SolarCity Boulder Valley School District PV Portfolio,"Solar, PV",Not reported,United States,Southwest,Colorado,SolarCity Corp,Boulder Valley School District No Re-2 Boulder,2011,21,1.4
59188,CWP Renewables Crudine Ridge Wind Farm,"Wind, Onshore",Virtual PPA,Australia,,,CWP Renewables Pty Ltd,Sydney Airport,2018,,68
59256,Duke Energy Childress Klein PV Plant II,"Solar, PV",Not reported,United States,Southeast,North Carolina,Duke Energy,Childress Klein Properties Inc,2009,,2.6
59374,WPD Leipzig Wind Farm,"Wind, Onshore",Not reported,Germany,,,WPD AG,Bayerische Motoren Werke AG,2010,,10
59424,SolarCity LAUSD PV Portfolio,"Solar, PV",Not reported,United States,California,California,SolarCity Corp,Los Angeles Unified School District/CA,2011,,7.4
59474,Poindexter Nut Selma PV Plant,"Solar, PV",Not reported,United States,California,California,Poindexter Nut Com,Poindexter Nut Com,2011,,1.1
59560,Siemens Atwater PV Plant,"Solar, PV",Not reported,United States,California,California,Siemens,City of Atwater CA,2011,,1.1
59734,Navy Barstow Wind Farm,"Wind, Onshore",Not reported,United States,California,California,US Department of Defense,US Department of Defense,2007,,1.5
59736,SolarCity MUSD PV Portfolio,"Solar, PV",Not reported,United States,California,California,SolarCity Corp,Martinez Unified School District,2012,,1.3
59806,SolFocus Crafton Hills Yucaipa CPV Plant,"Solar, PV",Not reported,United States,California,California,SolFocus Inc,San Bernardino Community College District,2011,,1.3
59920,Solar Planet Gahanna PV Portfolio,"Solar, PV",Not reported,United States,PJM,Ohio,Solar Planet Inc,Gahanna-Jefferson City School District,2011,,2
59926,Solar Planet Centerville Schools & YMCA PV Portfolio,"Solar, PV",Not reported,United States,PJM,Ohio,Solar Planet Inc,Centerville City School District,2011,,1.9
59928,Solar Planet Ohio Municipality PV Portfolio,"Solar, PV",Not reported,United States,PJM,Ohio,Solar Planet Inc,Village of Beach City OH,2012,,0.9
59928,Solar Planet Ohio Municipality PV Portfolio,"Solar, PV",Not reported,United States,PJM,Ohio,Solar Planet Inc,Village of Montpelier OH,2012,,0.9
59928,Solar Planet Ohio Municipality PV Portfolio,"Solar, PV",Not reported,United States,PJM,Ohio,Solar Planet Inc,Village of Oak Harbor OH,2012,,0.9
59928,Solar Planet Ohio Municipality PV Portfolio,"Solar, PV",Not reported,United States,PJM,Ohio,Solar Planet Inc,Village of Pioneer OH,2012,,0.9
60672,SolarCity Fort Bliss Residential PV Portfolio,"Solar, PV",Not reported,United States,ERCOT,Texas,SolarCity Corp,US Department of Defense,2012,,13
61098,Sierra Fort Hunter Liggett Waste-to-Energy Plant,"Biomass & Waste, Electricity Generation (new)",Physical PPA,United States,California,California,Sierra Energy Co,US Department of Defense,2012,,
61190,Moy Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,Carbon Free Developments Ltd,Mars Inc,2016,10,30
61190,Moy Wind Farm,"Wind, Onshore",Not reported,United Kingdom,,,Eneco NV,Mars Inc,2016,10,30
61192,Ameresco Neal Road Landfill Gas Plant,"Biomass & Waste, Electricity Generation (new)",Not reported,United States,California,California,Ameresco Inc,County of Butte CA,2011,20,2.2
61266,SunEnergy1 Biltmore Estate PV Plant,"Solar, PV",Not reported,United States,Southeast,North Carolina,SunEnergy1,Biltmore Co/The,2010,,1.2
61436,Bombard Faith Lutheran Las Vegas PV Plant,"Solar, PV",Not reported,United States,Southwest,Nevada,Bombard Renewable Energy,Faith Lutheran Middle School & High School,2010,5,1.1
61646,MAS Hickory Ridge Landfill Gas Plant,"Biomass & Waste, Combined Heat & Power (CHP)",Not reported,United States,Southeast,Georgia,MAS Energy Americas,Coca-Cola,2010,,6.5
61762,Evergreen Valley College PV Plant,"Solar, PV",Not reported,United States,California,California,Evergreen Valley College,Evergreen Valley College,2011,,1.5
61940,Hanwha Kalaeloa PV Plant,"Solar, PV",Not reported,United States,Hawaii,Hawaii,US Department of Defense,US Department of Defense,2012,,5
62040,Romark Logistics Hazle Township PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,Romark Logistics LLC,Romark Logistics LLC,2010,,2
62858,Melink Cedarville University PV Plant,"Solar, PV",Not reported,United States,PJM,Ohio,Melink Corp,Cedarville University,2010,25,2.1
62980,SunPower Phoenix PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,SunPower Corp,City of Phoenix AZ,2012,,8.8
62986,Blue Summit Wind Farm,"Wind, Onshore",Other/Unknown,United States,ERCOT,Texas,NextEra Energy Resources LLC,Iron Mountain Inc,2017,,4
62986,Blue Summit Wind Farm,"Wind, Onshore",Virtual PPA,United States,ERCOT,Texas,NextEra Energy Resources LLC,AT&T Inc,2018,,102
63098,SolarCity WSMR Residential PV Portfolio,"Solar, PV",Not reported,United States,Southwest,New Mexico,SolarCity Corp,US Department of Defense,2012,,1.5
63106,Nautilus Raymour & Flanigan Gibbstown PV Plant,"Solar, PV",Not reported,United States,PJM,New Jersey,Nautilus Solar Energy LLC,Raymour & Flanigan Furniture Co,2010,,1.1
63108,ConEd Little Quittacas PV Plant,"Solar, PV",Virtual PPA,United States,New England,Massachusetts,BlueWave Capital LLC,City of New Bedford MA,2012,20,2.1
63108,ConEd Little Quittacas PV Plant,"Solar, PV",Virtual PPA,United States,New England,Massachusetts,ConEdison Solutions Inc,City of New Bedford MA,2012,20,2.1
63122,SunPower SJWD PV Plant,"Solar, PV",Not reported,United States,California,California,SunPower Corp,San Juan Water District,2009,,0.9
63376,REC Solar Moorpark Wastewater PV Plant,"Solar, PV",Physical PPA,United States,California,California,REC Solar,Ventura County Waterworks District No 1,2012,,1.1
63378,Juhl Honda Ohio Wind Farm,"Wind, Onshore",Not reported,United States,PJM,Ohio,NexGen Energy Partners LLC,Honda Transmission Manufacturing of America Inc,2011,,3.2
63490,Mage & Paradise Martin Limestone New Holland PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,Mage Solar Projects Inc,Martin Limestone Inc,2011,25,0.6
63490,Mage & Paradise Martin Limestone New Holland PV Plant,"Solar, PV",Not reported,United States,PJM,Pennsylvania,Paradise Energy Solutions LLC,Martin Limestone Inc,2011,25,0.6
63516,Foundation Windpower Black Mountain Quarry Wind Farm,"Wind, Onshore",Not reported,United States,California,California,Foundation Windpower LLC,Cemex USA Inc,2010,,3
63518,Foundation Windpower Madison Wind Farm,"Wind, Onshore",Not reported,United States,California,California,Foundation Windpower LLC,Cemex USA Inc,2010,,1.5
63564,Foundation Windpower River Plant Wind Farm,"Wind, Onshore",Not reported,United States,California,California,Foundation Windpower LLC,Cemex USA Inc,2011,,3.2
63574,Foundation Windpower Nestle Waters Wind Farm,"Wind, Onshore",Not reported,United States,California,California,Foundation Windpower LLC,Nestle,2011,,3.2
63576,Foundation Windpower Robertson's Wind Farm,"Wind, Onshore",Not reported,United States,California,California,Foundation Windpower LLC,Robertson's Ready Mix Ltd,2011,,3
63578,Foundation Windpower WalMart Red Bluffs Wind Farm,"Wind, Onshore",Not reported,United States,California,California,Foundation Windpower LLC,Wal-Mart,2012,,1
63582,Foundation Windpower Anheuser-Busch Fairfield I Wind Farm,"Wind, Onshore",Not reported,United States,California,California,Foundation Windpower LLC,Anheuser-Busch InBev NV,2010,,1.5
63614,Foundation Windpower Safeway Tracy Wind Farm,"Wind, Onshore",Not reported,United States,California,California,Foundation Windpower LLC,Safeway Inc,2009,,1
63620,SolarCity MVUSD PV Portfolio,"Solar, PV",Not reported,United States,California,California,SolarCity Corp,Murrieta Valley Unified School District,2010,,2.3
63628,Foundation Windpower Superior Farms Wind Farm,"Wind, Onshore",Not reported,United States,California,California,Foundation Windpower LLC,Superior Farms,2011,,1
64328,Nautilus Solar Lindenwold PV Portfolio,"Solar, PV",Not reported,United States,PJM,New Jersey,Nautilus Solar Energy LLC,Lindenwold Boro School District,2012,15,1.4
64346,SunPower SUHSD PV Portfolio I,"Solar, PV",Not reported,United States,California,California,SunPower Corp,Sweetwater Union High School District,2012,,3.9
64348,SunPower SUHSD PV Portfolio II,"Solar, PV",Other/Unknown,United States,California,California,SunPower Corp,Sweetwater Union High School District,2013,,7.5
64382,Enel Dominica I Charcas Wind Farm,"Wind, Onshore",Not reported,Mexico,,,Enel Green Power,HSBC,2016,,7.5
64742,Bosch Maui PV Portfolio,"Solar, PV",Not reported,United States,Hawaii,Hawaii,Bosch,County of Maui HI,2012,20,1.9
64850,SolarCity BUSD PV Portfolio,"Solar, PV",Not reported,United States,California,California,SolarCity Corp,Barstow Unified School District,2013,,1.5
64856,Mage Dublin PV Plant,"Solar, PV",Not reported,United States,Southeast,Georgia,Mage Solar Projects Inc,Dublin School District,2013,,1.1
65004,SolarCity Wal-Mart Lafayette PV Plant,"Solar, PV",Not reported,United States,Southwest,Colorado,SolarCity Corp,Wal-Mart,2012,,1
65006,SolarCity Wal-Mart Highlands Ranch PV Plant,"Solar, PV",Not reported,United States,Southwest,Colorado,SolarCity Corp,Wal-Mart,2011,,1
65008,SolarCity Wal-Mart Lakewood PV Plant,"Solar, PV",Not reported,United States,Southwest,Colorado,SolarCity Corp,Wal-Mart,2012,,1
65010,SolarCity Wal-Mart Westminster (136th Avenue) PV Plant,"Solar, PV",Not reported,United States,Southwest,Colorado,SolarCity Corp,Wal-Mart,2012,,2
65012,SolarCity Wal-Mart Westminster (7155 Sheridan Boulevard) PV Plant,"Solar, PV",Not reported,United States,Southwest,Colorado,SolarCity Corp,Wal-Mart,2012,,2
65014,SolarCity Wal-Mart Westminster (9499 Sheridan Blvd) PV Plant,"Solar, PV",Not reported,United States,Southwest,Colorado,SolarCity Corp,Wal-Mart,2012,,2
65016,Greenskies Wal-Mart Massachusetts PV Portfolio,"Solar, PV",Not reported,United States,New England,Massachusetts,Greenskies Reneawble Energy LLC,Wal-Mart,2012,,10.5
65018,Blue Oak Wal-Mart California PV Portfolio,"Solar, PV",Other/Unknown,United States,California,California,Blue Oak Energy Inc,Wal-Mart,2010,,8
65020,SolarCity Wal-Mart Buckeye PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,SolarCity Corp,Wal-Mart,2012,,3.3
65022,SolarCity Wal-Mart Casa Grande PV Plant,"Solar, PV",Not reported,United States,Southwest,Arizona,SolarCity Corp,Wal-Mart,2010,,2
65776,NRG SDSU Brawley PV Plant,"Solar, PV",Not reported,United States,California,California,NRG Energy,San Diego State University Foundation,2012,,5.9
65806,Steele Flats Wind Farm,"Wind, Onshore",Virtual PPA,United States,SPP,Nebraska,NextEra Energy Resources LLC,Becton Dickinson and Co,2013,20,30
65892,Dyess AFB Waste-To-Energy Plant,"Biomass & Waste, Electricity Generation (new)",Not reported,United States,ERCOT,Texas,US Department of Defense,US Department of Defense,2012,,5.5
65894,F. E. Warren AFB Wind Farm,"Wind, Onshore",Not reported,United States,Northwest,Wyoming,US Department of Defense,US Department of Defense,2003,,3.3
65896,Cape Cod AFB Wind Farm Phase I,"Wind, Onshore",Not reported,United States,New England,Massachusetts,US Department of Defense,US Department of Defense,2010,,3
65898,El Dorado Pave Paws Wind Farm,"Wind, Onshore",Other/Unknown,United States,ERCOT,Texas,US Department of Defense,US Department of Defense,2013,,6
65900,Otis AFB PV Plant,"Solar, PV",Other/Unknown,United States,New England,Massachusetts,US Department of Defense,US Department of Defense,2012,,6
65902,LightBeam Gridley PV Plant,"Solar, PV",Not reported,United States,California,California,LightBeam Energy Inc,City of Gridley CA,2012,,2.1
65902,LightBeam Gridley PV Plant,"Solar, PV",Not reported,United States,California,California,LightBeam Energy Inc,San Francisco Bay Area Rapid Transit District,2012,,2.1
66562,NextSun Douglas PV Plant,"Solar, PV",Not reported,United States,New England,Massachusetts,NextSun Energy LLC,Town of Bellingham MA,2013,20,3.8
66732,Shanks Waste Westcott Biomass Plant,Biomass & Waste,Not reported,United Kingdom,,,Shanks Waste Management Ltd,Marks & Spencer,2014,2,1.6
66760,Shanks Waste Strathclyde Biomass Plant,Biomass & Waste,Not reported,United Kingdom,,,Shanks Waste Management Ltd,Marks & Spencer,2012,,2.4
66876,SunPower County Of Yolo PV Portfolio,"Solar, PV",Not reported,United States,California,California,SunPower Corp,County of Yolo CA,2012,,5.8
66922,Constellation Somerton PV Portfolio,"Solar, PV",Virtual PPA,United States,Southwest,Arizona,BGK Commercial Holdings LLC,Yuma County Elementary School District No 11 Somerton,2012,20,0.8
66922,Constellation Somerton PV Portfolio,"Solar, PV",Virtual PPA,United States,Southwest,Arizona,Kennedy Partners LLC,Yuma County Elementary School District No 11 Somerton,2012,20,0.8
66976,Eurus Energy & Windlab Coonooer Bridge Wind Farm,"Wind, Onshore",Not reported,Australia,,,WindLab Systems Pty Ltd,ACT Government,2014,,19.8
67016,Occidental College PV Plant,"Solar, PV",Not reported,United States,California,California,Occidental College,Occidental College,2012,,1.1
67084,City Of Las Vegas WPCF PV Plant,"Solar, PV",Not reported,United States,Southwest,Nevada,City of Las Vegas NV,City of Las Vegas NV,2011,,3
67086,BITHENERGY UMMS PV Plant,"Solar, PV",Other/Unknown,United States,PJM,Maryland,BGK Commercial Holdings LLC,University of Maryland,2012,21,1.2
67086,BITHENERGY UMMS PV Plant,"Solar, PV",Other/Unknown,United States,PJM,Maryland,BITHERGY Inc,University of Maryland,2012,21,1.2
67086,BITHENERGY UMMS PV Plant,"Solar, PV",Other/Unknown,United States,PJM,Maryland,Chesapeake Renewable Energy LLC,University of Maryland,2012,21,1.2
