Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Gas:Facility [kW](Monthly)
 02/08  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.391192669,7.391192669,,
 02/08  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.942087134,7.942087134,,
 02/08  18:00:00,24.9515725,0,0,0,16.44367379,4.046398712,0,0,,
 02/08  19:00:00,15.81862695,0.402802675,0,0,5.481224596,1.011599678,13.71123215,13.71123215,,
 02/08  20:00:00,15.91767119,0.501846916,0,0,5.481224596,1.011599678,16.77164425,16.77164425,,
 02/08  21:00:00,15.99217116,0.57634689,0,0,5.481224596,1.011599678,19.13598382,19.13598382,,
 02/08  22:00:00,16.10933886,0.693514584,0,0,5.481224596,1.011599678,22.83948578,22.83948578,,
 02/08  23:00:00,16.09475608,0.678931801,0,0,5.481224596,1.011599678,22.41136206,22.41136206,,
 02/08  24:00:00,16.16897328,0.75314901,0,0,5.481224596,1.011599678,24.71262885,24.71262885,,
 02/09  01:00:00,16.19787323,0.782048954,0,0,5.481224596,1.011599678,25.76244749,25.76244749,,
 02/09  02:00:00,16.32239936,0.906575089,0,0,5.481224596,1.011599678,29.6422345,29.6422345,,
 02/09  03:00:00,16.24303168,0.827207407,0,0,5.481224596,1.011599678,27.14573294,27.14573294,,
 02/09  04:00:00,16.29036694,0.874542667,0,0,5.481224596,1.011599678,28.52637354,28.52637354,,
 02/09  05:00:00,16.26132441,0.845500132,0,0,5.481224596,1.011599678,27.69301123,27.69301123,,
 02/09  06:00:00,16.48677689,1.070952616,0,0,5.481224596,1.011599678,34.88662113,34.88662113,,
 02/09  07:00:00,17.43386653,3.50520892,0,0,5.481224596,1.011599678,58.52562277,58.52562277,,
 02/09  08:00:00,30.4881057,3.50520892,0,0,21.92489839,5.05799839,44.43444185,44.43444185,,
 02/09  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,27.47654129,27.47654129,,
 02/09  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,12.18049704,12.18049704,,
 02/09  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.454156981,7.454156981,,
 02/09  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.58008989,5.58008989,,
 02/09  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,4.63242096,4.63242096,,
 02/09  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,3.856576047,3.856576047,,
 02/09  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,4.103032168,4.103032168,,
 02/09  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,4.800516252,4.800516252,,
 02/09  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.879525635,5.879525635,,
 02/09  18:00:00,24.9515725,0,0,0,16.44367379,4.046398712,0,0,,
 02/09  19:00:00,15.59827523,0.182450956,0,0,5.481224596,1.011599678,6.193356107,6.193356107,,
 02/09  20:00:00,15.79847393,0.382649652,0,0,5.481224596,1.011599678,12.92224184,12.92224184,,
 02/09  21:00:00,15.99960352,0.583779242,0,0,5.481224596,1.011599678,19.22185206,19.22185206,,
 02/09  22:00:00,16.15670172,0.740877449,0,0,5.481224596,1.011599678,24.41434815,24.41434815,,
 02/09  23:00:00,16.24462256,0.828798289,0,0,5.481224596,1.011599678,27.15275135,27.15275135,,
 02/09  24:00:00,16.36900264,0.953178361,0,0,5.481224596,1.011599678,31.30640557,31.30640557,,
 02/10  01:00:00,16.43866174,1.022837464,0,0,5.481224596,1.011599678,33.41525846,33.41525846,,
 02/10  02:00:00,16.54986208,1.134037809,0,0,5.481224596,1.011599678,37.18719379,37.18719379,,
 02/10  03:00:00,16.59845135,1.182627071,0,0,5.481224596,1.011599678,38.5992288,38.5992288,,
 02/10  04:00:00,16.7457085,1.329884229,0,0,5.481224596,1.011599678,43.57931161,43.57931161,,
 02/10  05:00:00,16.77064691,1.354822639,0,0,5.481224596,1.011599678,44.23921104,44.23921104,,
 02/10  06:00:00,16.87481213,1.458987858,0,0,5.481224596,1.011599678,47.79034283,47.79034283,,
 02/10  07:00:00,17.43386653,3.50520892,0,0,5.481224596,1.011599678,74.87311019,74.87311019,,
 02/10  08:00:00,30.4881057,3.50520892,0,0,21.92489839,5.05799839,62.77252917,62.77252917,,
 02/10  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,42.17257084,42.17257084,,
 02/10  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,21.38193292,21.38193292,,
 02/10  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,8.774943459,8.774943459,,
 02/10  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.348808456,5.348808456,,
 02/10  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,3.870046871,3.870046871,,
 02/10  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,1.999982512,1.999982512,,
 02/10  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,1.486699912,1.486699912,,
 02/10  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,1.120091646,1.120091646,,
 02/10  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,2.170583369,2.170583369,,
 02/10  18:00:00,24.9515725,0,0,0,16.44367379,4.046398712,0,0,,
 02/10  19:00:00,15.5796968,0.163872525,0,0,5.481224596,1.011599678,5.606476138,5.606476138,,
 02/10  20:00:00,16.02077475,0.604950474,0,0,5.481224596,1.011599678,20.13634682,20.13634682,,
 02/10  21:00:00,16.22904886,0.813224583,0,0,5.481224596,1.011599678,26.96169505,26.96169505,,
 02/10  22:00:00,16.50401929,1.088195012,0,0,5.481224596,1.011599678,35.68324791,35.68324791,,
 02/10  23:00:00,16.55722523,1.14140096,0,0,5.481224596,1.011599678,37.74611224,37.74611224,,
 02/10  24:00:00,16.87052286,1.45469859,0,0,5.481224596,1.011599678,47.58324644,47.58324644,,
 02/11  01:00:00,16.84491383,1.42908956,0,0,5.481224596,1.011599678,47.24327552,47.24327552,,
 02/11  02:00:00,17.14264331,1.726819034,0,0,5.481224596,1.011599678,56.41663987,56.41663987,,
 02/11  03:00:00,17.00610053,1.590276253,0,0,5.481224596,1.011599678,52.59370746,52.59370746,,
 02/11  04:00:00,17.28123585,1.865411573,0,0,5.481224596,1.011599678,60.9340706,60.9340706,,
 02/11  05:00:00,17.05582471,1.640000437,0,0,5.481224596,1.011599678,54.22329616,54.22329616,,
 02/11  06:00:00,17.32697689,1.911152617,0,0,5.481224596,1.011599678,62.40248786,62.40248786,,
 02/11  07:00:00,15.61663009,1.687972485,0,0,5.481224596,1.011599678,55.82040144,55.82040144,,
 02/11  08:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,86.51132282,86.51132282,,
 02/11  09:00:00,11.00963287,3.50520892,0,0,5.481224596,2.023199356,60.19046862,60.19046862,,
 02/11  10:00:00,20.70654666,3.50520892,0,0,13.15493903,4.046398712,31.40089049,31.40089049,,
 02/11  11:00:00,20.70654666,3.50520892,0,0,13.15493903,4.046398712,11.09072828,11.09072828,,
 02/11  12:00:00,20.70654666,3.50520892,0,0,13.15493903,4.046398712,6.482326344,6.482326344,,
 02/11  13:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,5.297699901,5.297699901,,
 02/11  14:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,3.826812081,3.826812081,,
 02/11  15:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,3.072379169,3.072379169,,
 02/11  16:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,3.077815128,3.077815128,,
 02/11  17:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 02/11  18:00:00,10.95432427,0,0,0,5.481224596,1.011599678,0,0,,
 02/11  19:00:00,15.41582427,0,0,0,5.481224596,1.011599678,0,0,,
 02/11  20:00:00,16.03828504,0.622460761,0,0,5.481224596,1.011599678,20.74721061,20.74721061,,
 02/11  21:00:00,16.09788808,0.682063807,0,0,5.481224596,1.011599678,22.33265639,22.33265639,,
 02/11  22:00:00,16.56099732,1.145173045,0,0,5.481224596,1.011599678,37.69614236,37.69614236,,
 02/11  23:00:00,16.42878622,1.012961941,0,0,5.481224596,1.011599678,33.08317262,33.08317262,,
 02/11  24:00:00,16.89772564,1.481901364,0,0,5.481224596,1.011599678,48.71546521,48.71546521,,
 02/12  01:00:00,16.63944399,1.223619716,0,0,5.481224596,1.011599678,39.91018819,39.91018819,,
 02/12  02:00:00,17.12589683,1.710072556,0,0,5.481224596,1.011599678,56.18634447,56.18634447,,
 02/12  03:00:00,16.79355283,1.377728552,0,0,5.481224596,1.011599678,44.9111226,44.9111226,,
 02/12  04:00:00,17.32441451,1.908590232,0,0,5.481224596,1.011599678,62.72986852,62.72986852,,
 02/12  05:00:00,16.93203364,1.516209362,0,0,5.481224596,1.011599678,49.45275584,49.45275584,,
 02/12  06:00:00,17.47637675,2.060552479,0,0,5.481224596,1.011599678,67.86887289,67.86887289,,
 02/12  07:00:00,15.58024108,1.651583475,0,0,5.481224596,1.011599678,53.96839449,53.96839449,,
 02/12  08:00:00,8.529220162,2.036395888,0,0,5.481224596,1.011599678,67.22534805,67.22534805,,
 02/12  09:00:00,7.700113187,1.207288913,0,0,5.481224596,1.011599678,39.43132807,39.43132807,,
 02/12  10:00:00,7.442858828,0.950034553,0,0,5.481224596,1.011599678,31.25255901,31.25255901,,
 02/12  11:00:00,6.772336663,0.279512389,0,0,5.481224596,1.011599678,9.399549823,9.399549823,,
 02/12  12:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 02/12  13:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 02/12  14:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 02/12  15:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 02/12  16:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 02/12  17:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 02/12  18:00:00,11.34380368,0.389479401,0,0,5.481224596,1.011599678,12.96790777,12.96790777,,
 02/12  19:00:00,16.10742064,0.691596364,0,0,5.481224596,1.011599678,22.64658597,22.64658597,,
 02/12  20:00:00,16.32801289,0.912188612,0,0,5.481224596,1.011599678,29.71475505,29.71475505,,
 02/12  21:00:00,16.49797583,1.08215156,0,0,5.481224596,1.011599678,35.44866781,35.44866781,,
 02/12  22:00:00,16.56107138,1.145247106,0,0,5.481224596,1.011599678,37.33427582,37.33427582,,
 02/12  23:00:00,16.66662512,1.250800849,0,0,5.481224596,1.011599678,40.94650254,40.94650254,,
 02/12  24:00:00,16.70507595,1.289251674,0,0,5.481224596,1.011599678,42.02247711,42.02247711,,
 02/13  01:00:00,16.83518934,1.419365061,0,0,5.481224596,1.011599678,46.45040661,46.45040661,,
 02/13  02:00:00,16.77765247,1.361828194,0,0,5.481224596,1.011599678,44.36874512,44.36874512,,
 02/13  03:00:00,16.82886636,1.413042082,0,0,5.481224596,1.011599678,46.21919301,46.21919301,,
 02/13  04:00:00,16.94230881,1.526484532,0,0,5.481224596,1.011599678,49.83633262,49.83633262,,
 02/13  05:00:00,17.22772252,1.811898244,0,0,5.481224596,1.011599678,59.41864173,59.41864173,,
 02/13  06:00:00,17.20520302,1.789378744,0,0,5.481224596,1.011599678,58.65670617,58.65670617,,
 02/13  07:00:00,17.43386653,3.50520892,0,0,5.481224596,1.011599678,97.42396078,97.42396078,,
 02/13  08:00:00,30.4881057,3.50520892,0,0,21.92489839,5.05799839,82.71811119,82.71811119,,
 02/13  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,55.30633744,55.30633744,,
 02/13  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,27.89644068,27.89644068,,
 02/13  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,10.14558905,10.14558905,,
 02/13  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.673848516,5.673848516,,
 02/13  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,4.560217972,4.560217972,,
 02/13  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,3.257305713,3.257305713,,
 02/13  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,3.523428432,3.523428432,,
 02/13  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.309364035,5.309364035,,
 02/13  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,6.484485134,6.484485134,,
 02/13  18:00:00,24.9515725,0,0,0,16.44367379,4.046398712,0,0,,
 02/13  19:00:00,15.87111953,0.455295252,0,0,5.481224596,1.011599678,15.44831447,15.44831447,,
 02/13  20:00:00,15.95721452,0.541390242,0,0,5.481224596,1.011599678,17.87026658,17.87026658,,
 02/13  21:00:00,16.26978838,0.853964105,0,0,5.481224596,1.011599678,28.2456549,28.2456549,,
 02/13  22:00:00,16.10315393,0.687329657,0,0,5.481224596,1.011599678,22.57166303,22.57166303,,
 02/13  23:00:00,16.33930542,0.923481141,0,0,5.481224596,1.011599678,30.48551402,30.48551402,,
 02/13  24:00:00,16.18458135,0.768757071,0,0,5.481224596,1.011599678,25.15040837,25.15040837,,
 02/14  01:00:00,16.62090559,1.205081317,0,0,5.481224596,1.011599678,39.62938069,39.62938069,,
 02/14  02:00:00,16.42543675,1.009612472,0,0,5.481224596,1.011599678,32.94585397,32.94585397,,
 02/14  03:00:00,16.82694237,1.411118091,0,0,5.481224596,1.011599678,46.34395451,46.34395451,,
 02/14  04:00:00,16.51856669,1.102742413,0,0,5.481224596,1.011599678,35.96024782,35.96024782,,
 02/14  05:00:00,16.88037466,1.464550386,0,0,5.481224596,1.011599678,48.0549115,48.0549115,,
 02/14  06:00:00,16.49700324,1.081178968,0,0,5.481224596,1.011599678,35.20134915,35.20134915,,
 02/14  07:00:00,17.43386653,3.50520892,0,0,5.481224596,1.011599678,64.60168905,64.60168905,,
 02/14  08:00:00,30.4881057,3.50520892,0,0,21.92489839,5.05799839,45.21455805,45.21455805,,
 02/14  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,32.00537032,32.00537032,,
 02/14  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,20.14694316,20.14694316,,
 02/14  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,10.86549999,10.86549999,,
 02/14  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,8.033412024,8.033412024,,
 02/14  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,7.144937736,7.144937736,,
 02/14  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.501674921,5.501674921,,
 02/14  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.015060822,5.015060822,,
 02/14  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.075128896,5.075128896,,
 02/14  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,6.358316677,6.358316677,,
 02/14  18:00:00,25.07068772,0.119115218,0,0,16.44367379,4.046398712,4.044206788,4.044206788,,
 02/14  19:00:00,15.94293709,0.527112816,0,0,5.481224596,1.011599678,17.68652853,17.68652853,,
 02/14  20:00:00,16.19527515,0.779450872,0,0,5.481224596,1.011599678,25.65914769,25.65914769,,
 02/14  21:00:00,16.38406481,0.968240531,0,0,5.481224596,1.011599678,31.89778769,31.89778769,,
 02/14  22:00:00,16.46454741,1.048723136,0,0,5.481224596,1.011599678,34.38060891,34.38060891,,
 02/14  23:00:00,16.60362321,1.18779894,0,0,5.481224596,1.011599678,39.01815621,39.01815621,,
 02/14  24:00:00,16.65515612,1.239331844,0,0,5.481224596,1.011599678,40.54283716,40.54283716,,
 02/15  01:00:00,16.80560082,1.389776546,0,0,5.481224596,1.011599678,45.59210973,45.59210973,,
 02/15  02:00:00,16.82664143,1.410817151,0,0,5.481224596,1.011599678,46.14126529,46.14126529,,
 02/15  03:00:00,16.93856499,1.52274072,0,0,5.481224596,1.011599678,49.92412407,49.92412407,,
 02/15  04:00:00,16.90136393,1.48553966,0,0,5.481224596,1.011599678,48.58107334,48.58107334,,
 02/15  05:00:00,17.00602,1.590195721,0,0,5.481224596,1.011599678,52.13007934,52.13007934,,
 02/15  06:00:00,16.97401019,1.558185918,0,0,5.481224596,1.011599678,50.96053847,50.96053847,,
 02/15  07:00:00,17.43386653,3.50520892,0,0,5.481224596,1.011599678,81.42032525,81.42032525,,
 02/15  08:00:00,30.4881057,3.50520892,0,0,21.92489839,5.05799839,66.07333396,66.07333396,,
 02/15  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,43.96230967,43.96230967,,
 02/15  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,23.19998081,23.19998081,,
 02/15  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,10.38929232,10.38929232,,
 02/15  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,6.561880588,6.561880588,,
 02/15  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,5.962930158,5.962930158,,
 02/15  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,4.566537338,4.566537338,,
 02/15  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,4.877404725,4.877404725,,
 02/15  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.093206934,5.093206934,,
 02/15  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,6.18565254,6.18565254,,
 02/15  18:00:00,25.10367446,0.152101954,0,0,16.44367379,4.046398712,5.150292077,5.150292077,,
 02/15  19:00:00,15.86332578,0.447501509,0,0,5.481224596,1.011599678,14.99083433,14.99083433,,
 02/15  20:00:00,16.39859847,0.982774198,0,0,5.481224596,1.011599678,32.45742377,32.45742377,,
 02/15  21:00:00,16.33527472,0.919450445,0,0,5.481224596,1.011599678,30.10258278,30.10258278,,
 02/15  22:00:00,16.80411662,1.388292342,0,0,5.481224596,1.011599678,45.72520463,45.72520463,,
 02/15  23:00:00,16.56591511,1.150090838,0,0,5.481224596,1.011599678,37.57759603,37.57759603,,
 02/15  24:00:00,17.02495066,1.609126383,0,0,5.481224596,1.011599678,52.92995929,52.92995929,,
 02/16  01:00:00,16.70680232,1.290978044,0,0,5.481224596,1.011599678,42.11854038,42.11854038,,
 02/16  02:00:00,17.16246556,1.746641283,0,0,5.481224596,1.011599678,57.40476439,57.40476439,,
 02/16  03:00:00,16.77659744,1.360773165,0,0,5.481224596,1.011599678,44.36408084,44.36408084,,
 02/16  04:00:00,17.24373549,1.827911214,0,0,5.481224596,1.011599678,60.03478635,60.03478635,,
 02/16  05:00:00,16.84638749,1.430563213,0,0,5.481224596,1.011599678,46.62410185,46.62410185,,
 02/16  06:00:00,17.34907707,1.933252799,0,0,5.481224596,1.011599678,63.50062346,63.50062346,,
 02/16  07:00:00,17.43386653,3.50520892,0,0,5.481224596,1.011599678,86.22427887,86.22427887,,
 02/16  08:00:00,30.4881057,3.50520892,0,0,21.92489839,5.05799839,72.15377289,72.15377289,,
 02/16  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,50.14797136,50.14797136,,
 02/16  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,28.85007396,28.85007396,,
 02/16  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,14.36875546,14.36875546,,
 02/16  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,6.746797042,6.746797042,,
 02/16  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,5.026446029,5.026446029,,
 02/16  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,3.285454887,3.285454887,,
 02/16  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,2.318132825,2.318132825,,
 02/16  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,2.238331891,2.238331891,,
 02/16  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,3.495321814,3.495321814,,
 02/16  18:00:00,23.46440583,0,0,0,16.44367379,4.046398712,0,0,,
 02/16  19:00:00,15.73426835,0.318444074,0,0,5.481224596,1.011599678,10.74789916,10.74789916,,
 02/16  20:00:00,16.02822832,0.612404045,0,0,5.481224596,1.011599678,20.36157126,20.36157126,,
 02/16  21:00:00,16.22943499,0.813610712,0,0,5.481224596,1.011599678,26.82972885,26.82972885,,
 02/16  22:00:00,16.25141712,0.835592847,0,0,5.481224596,1.011599678,27.54474494,27.54474494,,
 02/16  23:00:00,16.34043985,0.924615576,0,0,5.481224596,1.011599678,30.4092986,30.4092986,,
 02/16  24:00:00,16.36627074,0.950446466,0,0,5.481224596,1.011599678,31.22336094,31.22336094,,
 02/17  01:00:00,16.50382356,1.087999284,0,0,5.481224596,1.011599678,35.68882816,35.68882816,,
 02/17  02:00:00,16.51052697,1.094702692,0,0,5.481224596,1.011599678,35.87017952,35.87017952,,
 02/17  03:00:00,16.63818527,1.222360993,0,0,5.481224596,1.011599678,40.05790688,40.05790688,,
 02/17  04:00:00,16.66319729,1.247373013,0,0,5.481224596,1.011599678,40.85382275,40.85382275,,
 02/17  05:00:00,16.7814705,1.365646221,0,0,5.481224596,1.011599678,44.74280328,44.74280328,,
 02/17  06:00:00,16.73676565,1.320941378,0,0,5.481224596,1.011599678,43.22332606,43.22332606,,
 02/17  07:00:00,17.43386653,3.50520892,0,0,5.481224596,1.011599678,72.6579207,72.6579207,,
 02/17  08:00:00,30.4881057,3.50520892,0,0,21.92489839,5.05799839,57.64011772,57.64011772,,
 02/17  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,32.2778738,32.2778738,,
 02/17  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,9.973214709,9.973214709,,
 02/17  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.628136069,5.628136069,,
 02/17  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,3.335609822,3.335609822,,
 02/17  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,2.077994057,2.077994057,,
 02/17  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,0.824073654,0.824073654,,
 02/17  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,0.048339133,0.048339133,,
 02/17  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,0,0,,
 02/17  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,0.254956999,0.254956999,,
 02/17  18:00:00,23.46440583,0,0,0,16.44367379,4.046398712,0,0,,
 02/17  19:00:00,15.41582427,0,0,0,5.481224596,1.011599678,0,0,,
 02/17  20:00:00,15.41582427,0,0,0,5.481224596,1.011599678,0,0,,
 02/17  21:00:00,15.6804707,0.264646424,0,0,5.481224596,1.011599678,8.912338263,8.912338263,,
 02/17  22:00:00,16.05320886,0.637384588,0,0,5.481224596,1.011599678,21.05019697,21.05019697,,
 02/17  23:00:00,16.11551657,0.699692296,0,0,5.481224596,1.011599678,22.74894074,22.74894074,,
 02/17  24:00:00,16.49620819,1.08038391,0,0,5.481224596,1.011599678,35.50069222,35.50069222,,
 02/18  01:00:00,16.34505346,0.929229187,0,0,5.481224596,1.011599678,30.13667172,30.13667172,,
 02/18  02:00:00,16.70783483,1.292010554,0,0,5.481224596,1.011599678,42.43388115,42.43388115,,
 02/18  03:00:00,16.48831836,1.072494084,0,0,5.481224596,1.011599678,34.7360935,34.7360935,,
 02/18  04:00:00,16.83573294,1.419908666,0,0,5.481224596,1.011599678,46.62673696,46.62673696,,
 02/18  05:00:00,16.5613767,1.145552423,0,0,5.481224596,1.011599678,37.06999022,37.06999022,,
 02/18  06:00:00,16.86604085,1.450216571,0,0,5.481224596,1.011599678,47.59753103,47.59753103,,
 02/18  07:00:00,13.61608982,1.174598881,0,0,5.481224596,1.011599678,37.95886174,37.95886174,,
 02/18  08:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,66.78741495,66.78741495,,
 02/18  09:00:00,11.00963287,3.50520892,0,0,5.481224596,2.023199356,39.23202216,39.23202216,,
 02/18  10:00:00,20.70654666,3.50520892,0,0,13.15493903,4.046398712,15.71487287,15.71487287,,
 02/18  11:00:00,20.70654666,3.50520892,0,0,13.15493903,4.046398712,7.228965886,7.228965886,,
 02/18  12:00:00,20.70654666,3.50520892,0,0,13.15493903,4.046398712,5.23851336,5.23851336,,
 02/18  13:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,4.463600336,4.463600336,,
 02/18  14:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,3.698813536,3.698813536,,
 02/18  15:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,3.863782948,3.863782948,,
 02/18  16:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,4.69710886,4.69710886,,
 02/18  17:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 02/18  18:00:00,9.467157608,0,0,0,5.481224596,1.011599678,0,0,,
 02/18  19:00:00,15.78068885,0.36486458,0,0,5.481224596,1.011599678,12.38712909,12.38712909,,
 02/18  20:00:00,16.07064447,0.654820195,0,0,5.481224596,1.011599678,21.70258856,21.70258856,,
 02/18  21:00:00,16.29286884,0.877044561,0,0,5.481224596,1.011599678,28.82315971,28.82315971,,
 02/18  22:00:00,16.54051127,1.124686993,0,0,5.481224596,1.011599678,37.00784575,37.00784575,,
 02/18  23:00:00,16.67706081,1.261236536,0,0,5.481224596,1.011599678,41.33551215,41.33551215,,
 02/18  24:00:00,16.85069391,1.434869631,0,0,5.481224596,1.011599678,47.13668216,47.13668216,,
 02/19  01:00:00,16.84098006,1.425155781,0,0,5.481224596,1.011599678,46.66153198,46.66153198,,
 02/19  02:00:00,16.94759373,1.531769459,0,0,5.481224596,1.011599678,50.25609468,50.25609468,,
 02/19  03:00:00,16.92760106,1.51177679,0,0,5.481224596,1.011599678,49.45879305,49.45879305,,
 02/19  04:00:00,17.05260426,1.636779986,0,0,5.481224596,1.011599678,53.66570745,53.66570745,,
 02/19  05:00:00,16.99293086,1.577106583,0,0,5.481224596,1.011599678,51.58101491,51.58101491,,
 02/19  06:00:00,17.05921623,1.643391958,0,0,5.481224596,1.011599678,53.84263296,53.84263296,,
 02/19  07:00:00,13.94674849,1.505257547,0,0,5.481224596,1.011599678,49.13319743,49.13319743,,
 02/19  08:00:00,7.87410471,1.381280436,0,0,5.481224596,1.011599678,45.17993589,45.17993589,,
 02/19  09:00:00,7.553733479,1.060909204,0,0,5.481224596,1.011599678,34.54127598,34.54127598,,
 02/19  10:00:00,7.257190432,0.764366158,0,0,5.481224596,1.011599678,25.05456151,25.05456151,,
 02/19  11:00:00,6.944841313,0.452017038,0,0,5.481224596,1.011599678,14.86251911,14.86251911,,
 02/19  12:00:00,6.727054557,0.234230283,0,0,5.481224596,1.011599678,7.826625398,7.826625398,,
 02/19  13:00:00,6.558446839,0.065622564,0,0,5.481224596,1.011599678,2.193481246,2.193481246,,
 02/19  14:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 02/19  15:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 02/19  16:00:00,6.668943012,0.176118738,0,0,5.481224596,1.011599678,5.943232664,5.943232664,,
