Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Gas:Facility [kW](Monthly)
 01/02  06:00:00,17.40182927,1.986004999,0,0,5.481224596,1.011599678,64.76149946,64.76149946,,
 01/02  07:00:00,18.92103319,3.50520892,0,0,5.481224596,1.011599678,88.6443951,88.6443951,,
 01/02  08:00:00,31.97527236,3.50520892,0,0,21.92489839,5.05799839,80.36031693,80.36031693,,
 01/02  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,57.33358725,57.33358725,,
 01/02  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,27.9337696,27.9337696,,
 01/02  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,8.400518833,8.400518833,,
 01/02  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,6.285791942,6.285791942,,
 01/02  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,6.61751904,6.61751904,,
 01/02  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,6.317666275,6.317666275,,
 01/02  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,6.642210095,6.642210095,,
 01/02  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.3012862,7.3012862,,
 01/02  17:00:00,63.42779406,3.50520892,0,0,49.33102137,9.104397103,8.25360515,8.25360515,,
 01/02  18:00:00,29.63846133,0.225388827,0,0,16.44367379,4.046398712,7.568783979,7.568783979,,
 01/02  19:00:00,15.89621443,0.480390151,0,0,5.481224596,1.011599678,16.15246964,16.15246964,,
 01/02  20:00:00,16.14153075,0.725706479,0,0,5.481224596,1.011599678,23.75864903,23.75864903,,
 01/02  21:00:00,16.19530926,0.779484983,0,0,5.481224596,1.011599678,25.64792154,25.64792154,,
 01/02  22:00:00,16.36508246,0.94925819,0,0,5.481224596,1.011599678,30.91926851,30.91926851,,
 01/02  23:00:00,16.31005477,0.894230494,0,0,5.481224596,1.011599678,29.34531773,29.34531773,,
 01/02  24:00:00,16.44744875,1.031624474,0,0,5.481224596,1.011599678,33.5235417,33.5235417,,
 01/03  01:00:00,16.42518902,1.009364748,0,0,5.481224596,1.011599678,33.07551558,33.07551558,,
 01/03  02:00:00,16.61287196,1.197047682,0,0,5.481224596,1.011599678,38.84797481,38.84797481,,
 01/03  03:00:00,16.54775062,1.131926342,0,0,5.481224596,1.011599678,37.07293561,37.07293561,,
 01/03  04:00:00,16.7415123,1.325688023,0,0,5.481224596,1.011599678,42.99651236,42.99651236,,
 01/03  05:00:00,16.65647793,1.240653654,0,0,5.481224596,1.011599678,40.65689312,40.65689312,,
 01/03  06:00:00,16.83317882,1.41735455,0,0,5.481224596,1.011599678,45.97805467,45.97805467,,
 01/03  07:00:00,18.92103319,3.50520892,0,0,5.481224596,1.011599678,68.59614317,68.59614317,,
 01/03  08:00:00,31.97527236,3.50520892,0,0,21.92489839,5.05799839,58.85609541,58.85609541,,
 01/03  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,46.2254511,46.2254511,,
 01/03  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,39.67759473,39.67759473,,
 01/03  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,39.50320595,39.50320595,,
 01/03  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,29.22623838,29.22623838,,
 01/03  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,22.70699934,22.70699934,,
 01/03  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,15.25521111,15.25521111,,
 01/03  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,11.52220486,11.52220486,,
 01/03  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,12.97265987,12.97265987,,
 01/03  17:00:00,63.42779406,3.50520892,0,0,49.33102137,9.104397103,18.15118488,18.15118488,,
 01/03  18:00:00,29.92292815,0.509855647,0,0,16.44367379,4.046398712,17.22669673,17.22669673,,
 01/03  19:00:00,16.19601329,0.780189014,0,0,5.481224596,1.011599678,25.92110775,25.92110775,,
 01/03  20:00:00,16.24906061,0.833236339,0,0,5.481224596,1.011599678,27.59850432,27.59850432,,
 01/03  21:00:00,16.35548351,0.939659238,0,0,5.481224596,1.011599678,30.89601316,30.89601316,,
 01/03  22:00:00,16.30968599,0.893861713,0,0,5.481224596,1.011599678,29.50361408,29.50361408,,
 01/03  23:00:00,16.41266544,0.99684117,0,0,5.481224596,1.011599678,32.67985883,32.67985883,,
 01/03  24:00:00,16.3788507,0.963026426,0,0,5.481224596,1.011599678,31.7116085,31.7116085,,
 01/04  01:00:00,16.48653746,1.070713187,0,0,5.481224596,1.011599678,35.02610128,35.02610128,,
 01/04  02:00:00,16.42717653,1.011352259,0,0,5.481224596,1.011599678,33.25497093,33.25497093,,
 01/04  03:00:00,16.55855065,1.142726374,0,0,5.481224596,1.011599678,37.33137763,37.33137763,,
 01/04  04:00:00,16.48919953,1.07337526,0,0,5.481224596,1.011599678,35.26210404,35.26210404,,
 01/04  05:00:00,16.61484977,1.199025499,0,0,5.481224596,1.011599678,39.12145974,39.12145974,,
 01/04  06:00:00,16.51310865,1.097284374,0,0,5.481224596,1.011599678,36.01021206,36.01021206,,
 01/04  07:00:00,18.92103319,3.50520892,0,0,5.481224596,1.011599678,58.16935489,58.16935489,,
 01/04  08:00:00,31.97527236,3.50520892,0,0,21.92489839,5.05799839,46.30341975,46.30341975,,
 01/04  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,36.44542009,36.44542009,,
 01/04  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,29.79638467,29.79638467,,
 01/04  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,25.22114432,25.22114432,,
 01/04  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,16.72705417,16.72705417,,
 01/04  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,10.9139743,10.9139743,,
 01/04  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,8.07504165,8.07504165,,
 01/04  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.020321811,7.020321811,,
 01/04  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.086256918,7.086256918,,
 01/04  17:00:00,63.42779406,3.50520892,0,0,49.33102137,9.104397103,7.944269102,7.944269102,,
 01/04  18:00:00,29.59881866,0.185746162,0,0,16.44367379,4.046398712,6.312014101,6.312014101,,
 01/04  19:00:00,15.81808243,0.402258157,0,0,5.481224596,1.011599678,13.62826953,13.62826953,,
 01/04  20:00:00,16.22985883,0.814034559,0,0,5.481224596,1.011599678,27.01310829,27.01310829,,
 01/04  21:00:00,16.11855734,0.702733067,0,0,5.481224596,1.011599678,23.19231808,23.19231808,,
 01/04  22:00:00,16.53190602,1.116081743,0,0,5.481224596,1.011599678,36.82709984,36.82709984,,
 01/04  23:00:00,16.3419878,0.926163525,0,0,5.481224596,1.011599678,30.43839724,30.43839724,,
 01/04  24:00:00,16.67682596,1.261001689,0,0,5.481224596,1.011599678,41.52440566,41.52440566,,
 01/05  01:00:00,16.38481249,0.968988218,0,0,5.481224596,1.011599678,31.78115601,31.78115601,,
 01/05  02:00:00,16.78049446,1.364670183,0,0,5.481224596,1.011599678,44.85931514,44.85931514,,
 01/05  03:00:00,16.46870306,1.052878783,0,0,5.481224596,1.011599678,34.45499343,34.45499343,,
 01/05  04:00:00,16.85374791,1.437923636,0,0,5.481224596,1.011599678,47.17239592,47.17239592,,
 01/05  05:00:00,16.49307944,1.077255167,0,0,5.481224596,1.011599678,35.19093524,35.19093524,,
 01/05  06:00:00,16.88522123,1.469396951,0,0,5.481224596,1.011599678,48.13284332,48.13284332,,
 01/05  07:00:00,18.92103319,3.50520892,0,0,5.481224596,1.011599678,68.83120249,68.83120249,,
 01/05  08:00:00,31.97527236,3.50520892,0,0,21.92489839,5.05799839,62.59685525,62.59685525,,
 01/05  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,53.61596232,53.61596232,,
 01/05  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,33.68248923,33.68248923,,
 01/05  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,13.23887441,13.23887441,,
 01/05  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.406245202,5.406245202,,
 01/05  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,4.317862097,4.317862097,,
 01/05  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,2.823629779,2.823629779,,
 01/05  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,2.256084645,2.256084645,,
 01/05  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,2.609753969,2.609753969,,
 01/05  17:00:00,63.42779406,3.50520892,0,0,49.33102137,9.104397103,4.547945479,4.547945479,,
 01/05  18:00:00,29.54631091,0.133238404,0,0,16.44367379,4.046398712,4.540729898,4.540729898,,
 01/05  19:00:00,16.0104471,0.594622823,0,0,5.481224596,1.011599678,19.98714608,19.98714608,,
 01/05  20:00:00,16.27321576,0.857391483,0,0,5.481224596,1.011599678,28.37552095,28.37552095,,
 01/05  21:00:00,16.50464366,1.088819388,0,0,5.481224596,1.011599678,35.96894459,35.96894459,,
 01/05  22:00:00,16.61394422,1.198119943,0,0,5.481224596,1.011599678,39.43015506,39.43015506,,
 01/05  23:00:00,16.80052357,1.384699295,0,0,5.481224596,1.011599678,45.61717061,45.61717061,,
 01/05  24:00:00,16.84390094,1.42807667,0,0,5.481224596,1.011599678,46.90183493,46.90183493,,
 01/06  01:00:00,17.01049148,1.594667203,0,0,5.481224596,1.011599678,52.44092847,52.44092847,,
 01/06  02:00:00,16.99743344,1.581609164,0,0,5.481224596,1.011599678,51.90193285,51.90193285,,
 01/06  03:00:00,17.1437948,1.727970525,0,0,5.481224596,1.011599678,56.76634751,56.76634751,,
 01/06  04:00:00,17.09146653,1.675642251,0,0,5.481224596,1.011599678,54.97826301,54.97826301,,
 01/06  05:00:00,17.2604187,1.844594426,0,0,5.481224596,1.011599678,60.64492043,60.64492043,,
 01/06  06:00:00,17.15323313,1.73740886,0,0,5.481224596,1.011599678,57.03857435,57.03857435,,
 01/06  07:00:00,18.92103319,3.50520892,0,0,5.481224596,1.011599678,89.2057763,89.2057763,,
 01/06  08:00:00,31.97527236,3.50520892,0,0,21.92489839,5.05799839,74.68287587,74.68287587,,
 01/06  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,52.43947866,52.43947866,,
 01/06  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,28.03500945,28.03500945,,
 01/06  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,13.92593068,13.92593068,,
 01/06  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.187019344,7.187019344,,
 01/06  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,6.557271612,6.557271612,,
 01/06  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,6.409819151,6.409819151,,
 01/06  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.413334177,7.413334177,,
 01/06  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,8.242991652,8.242991652,,
 01/06  17:00:00,63.42779406,3.50520892,0,0,49.33102137,9.104397103,10.77888158,10.77888158,,
 01/06  18:00:00,29.68193967,0.26886717,0,0,16.44367379,4.046398712,9.071028797,9.071028797,,
 01/06  19:00:00,15.99282493,0.577000652,0,0,5.481224596,1.011599678,19.50625059,19.50625059,,
 01/06  20:00:00,15.97209558,0.556271301,0,0,5.481224596,1.011599678,18.38466769,18.38466769,,
 01/06  21:00:00,16.26557813,0.849753857,0,0,5.481224596,1.011599678,28.12175554,28.12175554,,
 01/06  22:00:00,16.11837274,0.70254847,0,0,5.481224596,1.011599678,23.05910977,23.05910977,,
 01/06  23:00:00,16.40039455,0.984570271,0,0,5.481224596,1.011599678,32.47030397,32.47030397,,
 01/06  24:00:00,16.18651574,0.770691465,0,0,5.481224596,1.011599678,25.22556053,25.22556053,,
 01/07  01:00:00,16.48211416,1.066289889,0,0,5.481224596,1.011599678,35.0807454,35.0807454,,
 01/07  02:00:00,16.25937149,0.843547219,0,0,5.481224596,1.011599678,27.5431311,27.5431311,,
 01/07  03:00:00,16.56638222,1.150557948,0,0,5.481224596,1.011599678,37.77879911,37.77879911,,
 01/07  04:00:00,16.31833261,0.902508338,0,0,5.481224596,1.011599678,29.41460224,29.41460224,,
 01/07  05:00:00,16.65756246,1.241738188,0,0,5.481224596,1.011599678,40.72627093,40.72627093,,
 01/07  06:00:00,16.3855294,0.969705123,0,0,5.481224596,1.011599678,31.56335667,31.56335667,,
 01/07  07:00:00,16.74398302,1.328158746,0,0,5.481224596,1.011599678,43.51745747,43.51745747,,
 01/07  08:00:00,11.48519986,3.50520892,0,0,5.481224596,1.011599678,60.37431558,60.37431558,,
 01/07  09:00:00,11.00963287,3.50520892,0,0,5.481224596,2.023199356,47.03456025,47.03456025,,
 01/07  10:00:00,20.70654666,3.50520892,0,0,13.15493903,4.046398712,30.74024472,30.74024472,,
 01/07  11:00:00,20.70654666,3.50520892,0,0,13.15493903,4.046398712,18.85673577,18.85673577,,
 01/07  12:00:00,20.70654666,3.50520892,0,0,13.15493903,4.046398712,12.13128395,12.13128395,,
 01/07  13:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,9.266502357,9.266502357,,
 01/07  14:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,8.047337102,8.047337102,,
 01/07  15:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,8.957091166,8.957091166,,
 01/07  16:00:00,9.998033195,3.50520892,0,0,5.481224596,1.011599678,14.41856498,14.41856498,,
 01/07  17:00:00,6.723696017,0.230871742,0,0,5.481224596,1.011599678,7.826055047,7.826055047,,
 01/07  18:00:00,16.03156837,0.615744096,0,0,5.481224596,1.011599678,20.68906971,20.68906971,,
 01/07  19:00:00,16.11962157,0.703797296,0,0,5.481224596,1.011599678,23.12575579,23.12575579,,
 01/07  20:00:00,16.49597486,1.080150584,0,0,5.481224596,1.011599678,35.77135183,35.77135183,,
 01/07  21:00:00,16.28090247,0.865078192,0,0,5.481224596,1.011599678,28.30696461,28.30696461,,
 01/07  22:00:00,16.53774342,1.121919144,0,0,5.481224596,1.011599678,37.07951658,37.07951658,,
 01/07  23:00:00,16.29503543,0.879211155,0,0,5.481224596,1.011599678,28.67429479,28.67429479,,
 01/07  24:00:00,16.55929308,1.143468807,0,0,5.481224596,1.011599678,37.73398551,37.73398551,,
 01/08  01:00:00,16.33463814,0.918813861,0,0,5.481224596,1.011599678,29.87821636,29.87821636,,
 01/08  02:00:00,16.61990117,1.2040769,0,0,5.481224596,1.011599678,39.65824405,39.65824405,,
 01/08  03:00:00,16.4018706,0.986046326,0,0,5.481224596,1.011599678,32.00307228,32.00307228,,
 01/08  04:00:00,16.73176895,1.315944676,0,0,5.481224596,1.011599678,43.31155493,43.31155493,,
 01/08  05:00:00,16.48513973,1.069315459,0,0,5.481224596,1.011599678,34.67753519,34.67753519,,
 01/08  06:00:00,16.79624824,1.380423966,0,0,5.481224596,1.011599678,45.4256018,45.4256018,,
 01/08  07:00:00,16.53493717,1.119112892,0,0,5.481224596,1.011599678,36.26869736,36.26869736,,
 01/08  08:00:00,9.440303592,1.460312651,0,0,5.481224596,1.011599678,48.08111801,48.08111801,,
 01/08  09:00:00,7.537494926,1.044670652,0,0,5.481224596,1.011599678,33.98381524,33.98381524,,
 01/08  10:00:00,7.470053565,0.977229291,0,0,5.481224596,1.011599678,32.28476815,32.28476815,,
 01/08  11:00:00,6.925119614,0.43229534,0,0,5.481224596,1.011599678,14.35797188,14.35797188,,
 01/08  12:00:00,6.67951935,0.186695075,0,0,5.481224596,1.011599678,6.316380831,6.316380831,,
 01/08  13:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 01/08  14:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 01/08  15:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 01/08  16:00:00,6.492824274,0,0,0,5.481224596,1.011599678,0,0,,
 01/08  17:00:00,6.742033872,0.249209598,0,0,5.481224596,1.011599678,8.210642649,8.210642649,,
 01/08  18:00:00,16.08055151,0.664727238,0,0,5.481224596,1.011599678,21.94091679,21.94091679,,
 01/08  19:00:00,16.05174824,0.635923969,0,0,5.481224596,1.011599678,20.54998991,20.54998991,,
 01/08  20:00:00,16.30993803,0.894113754,0,0,5.481224596,1.011599678,29.40345407,29.40345407,,
 01/08  21:00:00,16.18581998,0.769995708,0,0,5.481224596,1.011599678,24.87195064,24.87195064,,
 01/08  22:00:00,16.43615999,1.020335712,0,0,5.481224596,1.011599678,33.5422758,33.5422758,,
 01/08  23:00:00,16.30636474,0.890540464,0,0,5.481224596,1.011599678,28.74456883,28.74456883,,
 01/08  24:00:00,16.59281981,1.176995533,0,0,5.481224596,1.011599678,38.69500552,38.69500552,,
 01/09  01:00:00,16.41055853,0.994734257,0,0,5.481224596,1.011599678,32.09676902,32.09676902,,
 01/09  02:00:00,16.67710161,1.261277335,0,0,5.481224596,1.011599678,41.45959499,41.45959499,,
 01/09  03:00:00,16.44213444,1.026310167,0,0,5.481224596,1.011599678,33.10429306,33.10429306,,
 01/09  04:00:00,16.70199653,1.286172251,0,0,5.481224596,1.011599678,42.26942499,42.26942499,,
 01/09  05:00:00,16.48912813,1.073303855,0,0,5.481224596,1.011599678,34.60983089,34.60983089,,
 01/09  06:00:00,16.77279566,1.356971382,0,0,5.481224596,1.011599678,44.608579,44.608579,,
 01/09  07:00:00,18.92103319,3.50520892,0,0,5.481224596,1.011599678,65.96098947,65.96098947,,
 01/09  08:00:00,31.97527236,3.50520892,0,0,21.92489839,5.05799839,57.32770026,57.32770026,,
 01/09  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,44.48897227,44.48897227,,
 01/09  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,36.65739993,36.65739993,,
 01/09  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,34.04633952,34.04633952,,
 01/09  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,25.62940154,25.62940154,,
 01/09  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,17.90456253,17.90456253,,
 01/09  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,9.377715177,9.377715177,,
 01/09  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.739783922,7.739783922,,
 01/09  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.385647381,7.385647381,,
 01/09  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,8.186479692,8.186479692,,
 01/09  18:00:00,29.66747489,0.254402393,0,0,16.44367379,4.046398712,8.623604727,8.623604727,,
 01/09  19:00:00,16.20455768,0.78873341,0,0,5.481224596,1.011599678,26.40739935,26.40739935,,
 01/09  20:00:00,16.23649805,0.820673773,0,0,5.481224596,1.011599678,27.02478932,27.02478932,,
 01/09  21:00:00,16.56232587,1.146501591,0,0,5.481224596,1.011599678,37.91561399,37.91561399,,
 01/09  22:00:00,16.3111754,0.89535113,0,0,5.481224596,1.011599678,29.36375329,29.36375329,,
 01/09  23:00:00,16.5976997,1.181875424,0,0,5.481224596,1.011599678,38.97453741,38.97453741,,
 01/09  24:00:00,16.29394847,0.878124191,0,0,5.481224596,1.011599678,28.73456176,28.73456176,,
 01/10  01:00:00,16.58386104,1.168036766,0,0,5.481224596,1.011599678,38.41607865,38.41607865,,
 01/10  02:00:00,16.30936576,0.89354149,0,0,5.481224596,1.011599678,29.16096185,29.16096185,,
 01/10  03:00:00,16.62985153,1.21402726,0,0,5.481224596,1.011599678,39.8405661,39.8405661,,
 01/10  04:00:00,16.38337946,0.967555189,0,0,5.481224596,1.011599678,31.50955733,31.50955733,,
 01/10  05:00:00,16.74851386,1.33268959,0,0,5.481224596,1.011599678,43.67271453,43.67271453,,
 01/10  06:00:00,16.46216751,1.046343236,0,0,5.481224596,1.011599678,34.03128885,34.03128885,,
 01/10  07:00:00,18.92103319,3.50520892,0,0,5.481224596,1.011599678,70.58902539,70.58902539,,
 01/10  08:00:00,31.97527236,3.50520892,0,0,21.92489839,5.05799839,56.0236711,56.0236711,,
 01/10  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,39.11753854,39.11753854,,
 01/10  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,20.59576226,20.59576226,,
 01/10  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,8.50731469,8.50731469,,
 01/10  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.027578668,5.027578668,,
 01/10  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,3.772690974,3.772690974,,
 01/10  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,1.872766486,1.872766486,,
 01/10  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,1.172444855,1.172444855,,
 01/10  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,1.423528838,1.423528838,,
 01/10  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,3.133310149,3.133310149,,
 01/10  18:00:00,29.4130725,0,0,0,16.44367379,4.046398712,0,0,,
 01/10  19:00:00,15.82985759,0.414033314,0,0,5.481224596,1.011599678,14.04953804,14.04953804,,
 01/10  20:00:00,16.09546911,0.679644836,0,0,5.481224596,1.011599678,22.55933223,22.55933223,,
 01/10  21:00:00,16.2449134,0.829089129,0,0,5.481224596,1.011599678,27.43420622,27.43420622,,
 01/10  22:00:00,16.45899647,1.043172197,0,0,5.481224596,1.011599678,34.28214318,34.28214318,,
 01/10  23:00:00,16.49804035,1.082216072,0,0,5.481224596,1.011599678,35.68877896,35.68877896,,
 01/10  24:00:00,16.72452076,1.308696482,0,0,5.481224596,1.011599678,42.86070748,42.86070748,,
 01/11  01:00:00,16.700324,1.284499726,0,0,5.481224596,1.011599678,42.30537381,42.30537381,,
 01/11  02:00:00,16.89230625,1.476481979,0,0,5.481224596,1.011599678,48.26358886,48.26358886,,
 01/11  03:00:00,16.8029708,1.387146529,0,0,5.481224596,1.011599678,45.67346566,45.67346566,,
 01/11  04:00:00,17.01079891,1.594974637,0,0,5.481224596,1.011599678,52.08596721,52.08596721,,
 01/11  05:00:00,16.92125144,1.505427165,0,0,5.481224596,1.011599678,49.59618946,49.59618946,,
 01/11  06:00:00,17.14958564,1.733761365,0,0,5.481224596,1.011599678,56.59861,56.59861,,
 01/11  07:00:00,18.92103319,3.50520892,0,0,5.481224596,1.011599678,82.58779332,82.58779332,,
 01/11  08:00:00,31.97527236,3.50520892,0,0,21.92489839,5.05799839,73.51778273,73.51778273,,
 01/11  09:00:00,49.96657852,3.50520892,0,0,38.36857217,8.092797425,52.22352995,52.22352995,,
 01/11  10:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,28.37558673,28.37558673,,
 01/11  11:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,13.06494159,13.06494159,,
 01/11  12:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.706509336,7.706509336,,
 01/11  13:00:00,55.44780312,3.50520892,0,0,43.84979677,8.092797425,5.533666534,5.533666534,,
 01/11  14:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,3.911570899,3.911570899,,
 01/11  15:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,3.565535207,3.565535207,,
 01/11  16:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,5.252529026,5.252529026,,
 01/11  17:00:00,61.94062739,3.50520892,0,0,49.33102137,9.104397103,7.332812361,7.332812361,,
 01/11  18:00:00,29.55215834,0.139085833,0,0,16.44367379,4.046398712,4.750999019,4.750999019,,
 01/11  19:00:00,15.89780585,0.481981571,0,0,5.481224596,1.011599678,16.26181686,16.26181686,,
